company,job,summary
"Anthem, Inc.",Principal Data Scientist(Clinical Data/EMR/NLP/Deep Learning)-PS10509, Requires MA/MS in Statistics Computer Science Mathematics Machine Learning Econometrics Physics Biostatistics or related Quantitative disciplines....
FactSet Research Systems,Software Engineer," Our engineers use cutting edge technologies including machine learning, natural language processing, predictive analysis, and cloud computing to solve some of..."
NORC at the University of Chicago,Senior Data Analyst," Preference will be given to those with additional expertise in areas of data mining such as topic modeling, natural language processing, and machine learning...."
Adelia and Cadre Research Labs,Software Engineer, Your initial focus will be on extending and improving our computer vision / machine vision / machine learning algorithms....
Northwestern University,Research Associate," Logistic regression, structural equations models, constrained optimization, factor analysis, network graphs, sentiment classification, and machine learning..."
American Family Insurance,Data Science Engineer II," Extensive knowledge and understanding of exploratory value analysis, machine learning technologies and advanced data analysis...."
JP Morgan Chase,Application Support Engineer," In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and..."
Accenture,Accenture Security Summer Analyst - Location Negotiable - Entry Level," You’ll have the opportunity to collaborate with the brightest minds in security, leverage our advanced research and use next-gen technology like AI, machine..."
Huron Consulting Group Inc.,"Consulting Associate, Robotics Process Automation (RPA) - Nationwide"," Ability to work with minimal guidance in at least one of the following languages/concepts VB, .Net, Python, HTML, Java, statistical models and machine learning..."
Rush University Medical Center,"Pre Doctoral Research Fellow, Orthopedic Surgery"," Implement machine learning in the study of motion analysis. Pre Doctoral Research Fellow, Orthopedic Surgery...."
Loadsmart,Carrier Sales (Chicago)," Our focus is on designing and building the best tools for our team and our customers, using machine learning algorithms to connect cargo with trucks...."
University of Chicago,Research Assistant Professor, The University of Chicago's Department of Pathology in the Biological Sciences Division is searching for a Research Assistant Professor in computational...
Harness.io,Regional Account Executive," Harness uses a unique machine learning and AI-based approach to continuously verify the performance, quality and security of highly complex software systems,..."
JP Morgan Chase,Application Support Analyst," In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and..."
Navigant,Managing Consultants," Using statistical models, machine learning to detect financial anomalies (random forests, segmentation, Naïve Bayes, decision trees);..."
Hirewell,Data Analyst," Analytics, visualization, data science, machine learning, etc. Looking for junior, mid-level, and senior data analysts...."
"Anthem, Inc.",Data Scientist-PS10040," Requires MA/MS in Statistics, Computer Science, Mathematics, Machine Learning, Econometrics, Physics, Biostatistics or related Quantitative disciplines...."
Productive Edge,Front End Developer," Our technology specializations include modern enterprise mobility, digital experience platforms, artificial intelligence and machine learning, cloud-native..."
Univar,Data Scientist," Math) Certifications in statistics, data mining and machine learning a plus. Developing and institutionalizing best practices for scalable data processing and..."
Citadel Securities,Software Engineer – Intern," Distributed Computing, Natural Language Processing, Machine Learning, Platform Development, Networking, System Design, and/or Web Development...."
JP Morgan Chase,Scrum Master," In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and..."
Smith Hanley Associates,Data Scientist," Machine learning, NLP and fraud modeling. Smith Hanley Associates...."
CNH Industrial,Data Scientist, Graduate level course work in machine learning or 1 plus years of professional experience building machine learning models....
Performics,Data Scientist," Active interest / knowledge in disciplines such as Artificial Intelligence, Neural Networks, Machine Learning, Big Data etc. is a plus...."
Farmers Fridge,Data Engineer," Moreover, you will experiment with machine learning to identify new growth opportunities and personalize our services. At Farmer’s Fridge, we love data...."
Hyatt,"Data Scientist - Analytics, Strategy and Innovation"," Supervised and Un-supervised machine learning techniques, graph data based analytics, statistical analysis, time series, geospatial, nlp, sentiment analysis,..."
JP Morgan Chase,ServiceNow Project Manager," In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and..."
Feedzai,"US SBD Account Executive Issuing, Central U S", You are eager to use your experience in the Fintech space to propel an innovator in machine learning fraud prevention and protect consumers everywhere....
JP Morgan Chase,Product Manager - ServiceNow," In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and..."
Jobspring Partners,Full Time Data Scientist, Strong Machine Learning experience. Deep Learning Experience with Neural Nets and Tensorflow. I’m working with an international company that is looking to add...
Underwriters Laboratories,Data Scientist," Familiar with common data analysis / machine learning frameworks; Contribute to a Safer, More Secure, and More Sustainable World...."
SP Plus Corporation,Revenue Management Analyst," In depth experience in data modeling through use of either statistical/machine learning toolkit such as SAS, R, Python, JMP, Minitab and/or BI tools like..."
SP+,Revenue Management Analyst," In depth experience in data modeling through use of either statistical/machine learning toolkit such as SAS, R, Python, JMP, Minitab and/or BI tools like..."
ZS Associates,Data Science Associate," Machine learning, statistical learning, Bayesian methods, neural networks, optimization, natural language processing, etc.)...."
Amazon.com,Solutions Architect - Data Warehouse specialist," Amazon Web Services (AWS) offers a comprehensive set of services to handle every step of the analytics process chain including data warehousing, business..."
JP Morgan Chase,Stratus C Unix Engineer," In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and..."
Critical Mass,"Lead Analyst, Marketing Science", Ideate and develop machine learning models. Familiarity with machine learning models and techniques. We are an experience design agency with a relentless focus...
Moogsoft,Enterprise Account Executive (Chicago), Moogsoft is the creator of Moogsoft AIOps - a next generation approach to IT Operations and Analytics driven by real-time machine learning....
JP Morgan Chase,Pega Software Engineer," In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and..."
SWC Technology Partners,Entry Level Microsoft Software Developer - Analytics," Data Analytics, Business Intelligence, BI Developer, BI, SQL Developer, SSIS, SSAS, SSRS, Machine Learning, Data Lake Analytics, Stream, BI Stack, Cube,..."
American Medical Association,Assistant General Counsel - Digital," Serve as primary legal counsel to assigned AMA business units, by providing objective, thorough, timely and well-researched legal advice to management on..."
Motorola Solutions,Data Scientist," Experience with machine learning on large datasets (deep learning and experience with Tensorflow, Keras etc. would be a plus)...."
Equity Residential,Data Scientist," You also have a strong skill set in R, Python, Hadoop, ArcGIS, machine learning, neural networks and/or other advanced analytics tools and techniques...."
CNA Insurance,Analytics Consultant - Data Science," Experience utilizing machine learning techniques (e.g., random forests) and deep learning. The successful candidate will use statistics and machine learning to..."
"Jio, Inc.",Backend Developer," It notifies parents wherever their child is by using a combination of sensors, radios, machine learning and mesh networking...."
"Minitab, Inc",Technical Sales Manager, Bachelor’s degree or higher in statistics or machine learning or closely related technical discipline with significant statistical coursework....
Cognizant,Artificial Intelligence And Cognitive Leader," SMAC (social, mobile, analytics and cloud) technologies have been joined by advances in automation and sensors, 3-D printing, robotics, wearables and technology..."
Infoscout,Backend Engineer," InfoScout currently receives over 300k receipt images per day from our top rated mobile apps, running them through a process that includes computer vision, OCR,..."
JP Morgan Chase,Software Engineer - Selenium," In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and..."
Altarum,Data Science Intern (Fall 2018) - Payformance Solutions," Statistics, data mining, machine learning, statistics, operations research, econometrics, natural language processing, and/or information retrieval...."
The Boston Consulting Group,Senior Delivery Analyst, It is designed to systematically deliver marketing return on investment through the use of high-end analytics and machine learning....
JP Morgan Chase,ServiceNow Project Manager - B2C - Chicago," In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and..."
AllianceData,Data Scientist - Decision Sciences Identifiers team," Research experience or coursework in a computational area such as data science, data analysis, machine learning, artificial intelligence, statistics, predictive..."
Epsilon,Data Scientist - Decision Sciences Identifiers team," Research experience or coursework in a computational area such as data science, data analysis, machine learning, artificial intelligence, statistics, predictive..."
CVS Health,"Analytics Predictive Modeler, Advisor"," You will be responsible for designing, developing and delivering analytic solutions applying predictive analytics and machine learning...."
Investment Technology Group (ITG),Software Engineer," Exposure to different technologies, such as C++, Linux, low latency, kernel bypass, machine learning, cloud and high-performance storage...."
Gallup,Data Engineer," Ongoing learning and development opportunities. Minimum of at least one year experience in the fundamentals of machine learning and statistics, with an emphasis..."
Dynatrace,Account Executive," Not to mention we’re fully automated from the start, providing the most advanced solution leveraging our AI machine learning technology...."
JP Morgan Chase,Senior Business Analyst," In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and..."
United Airlines Inc.,Senior Analyst - Statistics and Operations Research," Develops the approach and methods to define and solve management problems through quantitative analysis and analytical models, using operations research,..."
NORC at the University of Chicago,Data Scientist," Strong foundation in areas of statistics, mathematics, computer science, machine learning, and/or deep learning...."
CVS Health,Senior Analytics Advisor -Machine Learning Data Scientist," Constructing, validating, and executing machine learning solutions. That leverage advanced machine learning and analytics methodologies...."
Clarity Insights,Subject Matter Expert (SME) - Principal (Insurance)," Do you love working in machine learning, real-time analytics, or Big Data? Interested in learning and utilizing different technologies without limitation?..."
Conversant Media,Data Scientist - Decision Sciences Identifiers team," Research experience or coursework in a computational area such as data science, data analysis, machine learning, artificial intelligence, statistics, predictive..."
Citadel Securities,Quantitative Developer," Distributed Computing, Natural Language Processing, Machine Learning, Platform Development, Networking, System Design, and/or Web Development...."
JP Morgan Chase,Automation Engineer / ScrumMaster," In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and..."
Civis Analytics,"Data Scientist, Optimization"," Experience working in applied statistics, machine learning, or scientific analysis. 2 years professional or academic data science, statistics, or machine..."
Citadel Securities,Software Engineer," Distributed Computing, Natural Language Processing, Machine Learning, Platform Development, Networking, System Design, and/or Web Development...."
DRW Trading Group,"Data Scientist / Quantitative Researcher, Systematic Trading"," MS/PhD in a technical discipline with a focus on Statistics, Optimization, Machine Learning, Artificial Intelligence, Quantitative Finance or related fields...."
JP Morgan Chase,C# .NET Software Engineer," In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and..."
KPMG,"Director, Life Sciences - Digital Solutions"," Experience in emerging technologies including Cognitive, Machine Learning, RPA, Data &amp; Analytics, Blockchain and IoT...."
Goldman Sachs,GSAM Technology - SCS Shareholder Service Developer," Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber..."
McDonald's Corporate,Manager of Advanced Analytics," Experience in artificial intelligence and machine learning a plus. Knowledge of or strong aptitude for quickly learning business operational, process, and..."
Rush University Medical Center,Advanced Analytics Analyst," Position involves activities (and requires corresponding skills) across the entire spectrum of healthcare analytics, from processing of raw claims and EMR data,..."
"LotLinx, Inc.",Senior Accountant," LotLinx uses advanced machine learning technology to identify and score in-market car shoppers based on online activity, search behavior, and other predictive..."
