company,job,summary
"Anthem, Inc.",Metrics Sr Advisor," E.g. Natural Language Processing, Machine Learning. Experience in leveraging machine learning techniques for producing actionable and predictive insights a plus..."
Americold,Full Stack Software Developer I," Exposure to popular APIs (Azure Machine Learning, Google APIs etc). Experience/Knowledge of Object Oriented Programming Concepts, Data Structures, Data Mining,..."
Grid Dynamics,Data Scientist, Experience with various Machine Learning techniques. Ability to explore and implement advanced technology solutions such as machine learning....
Trianz,Technical BA," Experience designing and developing large distributed, mobile, machine learning, responsive web or API software systems...."
AnswerRocket,Director of Marketing," Our software uses natural language data discovery and machine learning algorithms to enable business leaders to make better, faster decisions...."
The Select Group,DATA ANALYST, Experience and knowledge with Machine Learning (ex:. Using machine learning concepts and algorithms to create insight for the business....
Harness.io,Regional Account Executive," Harness uses a unique machine learning and AI-based approach to continuously verify the performance, quality and security of highly complex software systems,..."
Emory University,Senior Biostatistician, The ideal candidate will have past research experience involving the application of a series of statistical methods in health science including multivariable...
Cortland Partners,Investment Technology Intern - Summer 2019," Understanding of state-of-the-art machine learning techniques such as neural networks. Your enthusiasm for learning and volunteering to help is so contagious,..."
Emory University,"Post-Doctoral Fellow- Medical Imaging, Machine Learning and CT Physics"," Machine learning and medical image analysis (highly preferred but not required), Research experience in medical image analysis of different imaging modalities..."
"IHRC, Inc.",Statistician," Experience with Case-Control study design and analysis, genomic and protein sequence analysis, machine learning, data mining, biological system modeling and..."
Georgia Tech,Research Scientist II - School of Materials Science and Engineering - PVA# 40270, Sustained contributions in the field of machine learning and materials discovery through high-impact publications....
The Home Depot,"Sr. Analyst, Item Data Quality"," Machine learning experience is a plus. At HomeDepot.com, our award-winning e-Commerce team is blazing a trail of retail shopping innovation by leveraging..."
TSYS,"Front-end Engineer, Digital Innovation Team"," Experience designing and developing large distributed, mobile, machine learning, responsive web or API software systems...."
Liaison Technologies,Software Engineer," Web application development, Unix/Linux environments, mobile application development, distributed and parallel systems, machine learning, information retrieval,..."
Opendoor,National Director of Pricing Operations, Pricing operations works closely with our data science and machine learning teams to scale our pricing strategies....
Boehringer Ingelheim,"Director, Insights & Analytics"," Develop a Global AH Data Strategy and lead the next generation insight services through use of big data, AI, Machine learning and other emerging capabilities...."
CoStar Group,Database Marketing Analyst," Support and enhance predictive analytics, machine learning and segmentation strategies. Database Marketing Analyst...."
