company,job,number_of_evaluations
Allianz Worldwide Partners,Innovation Manager Health (m/f),457 avis
AXA General Insurance,Ingénieur en Datascience – Développement Expertise Catastrophes Naturelles - (F/H) - Alternance,682 avis
ECOLE POLYTECHNIQUE,Ingénieur informatique F/H,7 avis
AXA,Climate & Environment Research Business Partner,-
ALTRAN,Ingénieur réseaux IP F/H,203 avis
CA CIB FRANCE,Ingénieur Analyste Paramètres Risques de Marché H/F,-
Gilead,"Senior Manager, Government Affairs",-
Teradata,Ecosystem Architect,-
LCL,Ingénieur d'études statistiques et actuarielles H/F,142 avis
Quantum Corporation,Pre-sales Engineer,204 avis
AXA General Insurance,IoT Product Owner (F/H) - Paris,682 avis
soft.computing,Consultant Confirmé Java J2E,-
BearingPoint,Consultants stagiaires (H/F) - Life Sciences & Chemicals,149 avis
UMANIS Clinical Research,Pharmacien Contrôle de Publicité (IDF) CDI,-
ALTRAN TECHNOLOGIES,Consultant Product Lifecycle Management (PLM) F/H,34 avis
Adsearch,ADMINISTRATEUR SYSTÈMES ET RÉSEAUX (H/F),3 avis
Nexthink,Professional Services Consultant,-
Pros.,Sr Implementation Consultant/ (Project Manager),-
AXA,Ingénieur en Datascience – Développement Expertise Catastrophes Naturelles - (F/H) - Alternance,-
Sia Partners,"Consultant(e) Senior - Banque de Detail, Digital et Innovation",6 avis
Doctrine,Product Manager,-
MYDRAL,Consultant Expert en Analytics F/H,-
Amazon Support Services France SAS,TDM Paris. Solution Architect Team,24 701 avis
soft.computing,Consultant Confirmé Marketing Relationnel et Digital,-
PCAS,RESPONSABLE VALIDATION SI F/H,11 avis
ACTIMAGE CONSULTING SAS,DIRECTEUR TECHNIQUE F/H,-
Talan,Consultant Fonctionnel CRM SalesForce (H/F),7 avis
New Relic,Enterprise Solution Consultant - Paris (Contract),-
Talend,Technical Marketing Associate,-
Nutanix,Technical Relationship Manager EMEA (France),-
C3 IoT,Forward Deployed Solution Leader (EMEA),-
Google,"Sales Engineer, Google Cloud (Apigee)",2 392 avis
AXA,Europe Hail Modelling - (F/H) - Stage,-
K2 Partnering Solutions Ltd,Junior IT Cloud Architect / Freelance,-
Talend,Site Reliability Engineer,-
Micropole,Référent Technique DRUPAL H/F,9 avis
UMANIS SA,CONSULTANT ANALYSTE TESTS / AMOA RECETTE IDF F/H,2 avis
Criteo,Project Manager CRM Intern,21 avis
Amazon Support Services France SAS,Networking Cloud Support Engineer AWS,24 701 avis
EY,Consultant Expérimenté en Stratégie (grade senior) H/F,5 232 avis
Manomano,Software Architect (H/F),-
Ecole Polytechnique,Ingénieur informatique (H/F),7 avis
Manomano,Software Architect (H/F),-
Ecole Polytechnique,Ingénieur informatique (H/F),7 avis
Uber,"Marketing Analytics & CRM Manager, Uber Eats - France",480 avis
Harnham,MANAGER DATA&ANALYTICS - CONSEIL TECH,-
AXA,Commercial Lines Pricing Actuary - (F/H) - CDD,-
KPMG,Consultant Risque de marché/crédit - FRM F/H,4 383 avis
DXC,Consultant SAP BI (H/F),1 377 avis
DXC,Consultant SAP Logistique (H/F),1 377 avis
Resourcing Life,SAS Programmer office based Paris,-
Amazon Support Services France SAS,Solutions Architect - AWS,24 701 avis
Avanade,Responsable d'offre / Avant-Vente Cybersécurité,185 avis
Appirio,"Salesforce Integration Architect - Paris, France",-
IPSEN,AI Project Leader H/F,22 avis
BearingPoint,Consultants Confirmés à Managers (H/F) - Life Sciences & Chemicals,149 avis
Salesforce,Program Architect,363 avis
SOFT COMPUTING,Consultant AMOA/UX F/H,8 avis
NOKIA,Bell Labs : MTS in Research Innovation,3 315 avis
NOKIA,Bell Labs : 5G wireless Researcher E2E Mobile Network,3 315 avis
GoPro,"Senior Software Engineer, iOS",-
The NPD Group,"Executive Director , Operations Client Service Europe",-
