company,job,number_of_evaluations
Google,"Software Engineering Intern, PhD 2018",2 392 avis
KPMG,Stagiaire FRM Credit & Market Risk,4 383 avis
FORSIDES CONSULTING,Gestionnaire d'Appels d'Offres F/H,-
Dailymotion,"Senior Data Scientist / Machine Learning Expert, Ad Tech (M/F)",10 avis
DANONE,CDD Sensory Junior Manager Dairy (W/M),887 avis
ULLINK,Head of Network Engineering (Paris or London),6 avis
Solog,Consultant Service Now ITSM (H/F),-
Harnham,MANAGER DATA SCIENCE - CONSEIL BANQUE/FINANCE,-
AASTON,Ingénieur Systèmes en Environnement en Santé F/H,-
Givaudan,Senior Data Scientist - m/f,109 avis
Valuement,Business Analyst - Paris,-
Algolia,[Internship] Junior Software Engineer,-
Harnham,SENIOR DATA SCIENTIST - ONLINE MEDIA,-
Scaleway,Big Data Product Manager,-
Atos,Docteur Machine-Learning H/F,1 626 avis
AXA,Stratégie & Prospective - Stage - (F/H),-
DANONE,STAGE BI Analytics - H/F Septembre 2018,887 avis
DocuSign,User Experience Researcher,-
Harnham,SENIOR DATA ANALYST - FINANCE,-
AXA,Data Leak Protection Engineer (F/M),-
BearingPoint,Consultant(e) expérimenté(e) (H/F) - Equipe Data & Analytics,149 avis
AXA,Research Data Scientist - Internship - (F/H),-
EMÉRIQUE & PARTNERS,Actuaire Actif/Passif – Epargne - Compagnie d’Assurance - IDF F/H,-
Equancy,Consultant Junior Digital H/F,4 avis
HIGHTEAM,Datascientist / Freelance,-
EKIMETRICS SA,Gestionnaire Achats F/H,-
Sanofi,Global Medical Specialist Behavioural Science- Pain Category (H/F),2 687 avis
EDF Trading,Software Engineer (Paris),1 124 avis
KEYRUS BIOPHARMA,Data Manager Lead F/H,3 avis
Solog,Consultant en Intelligence Artificielle (H/F),-
Talan,Consultant en Intelligence Artificielle (H/F),7 avis
Bruno,GROWTH SPECIALIST,-
OSIsoft,Ingénieur Support Produit h/f (Paris),-
Total,Post-doctoral Researcher in outdoor PV testing,865 avis
Oliver Wyman,Internship - Competition Economics,-
HIGHTEAM,Architecte projet / Freelance,-
AXA,Architecte Solution Big Data Senior (F/H),-
Inria,Postdoctoral position: Just-Right Consistency for planet-scale storage,22 avis
EY,Consultant débutant en Analytics F/H,5 232 avis
NODYA GROUP,Consultants décisionnels F/H,-
Thales Group,Responsable Marketing Stratégique,791 avis
Egencia,Senior Data Scientist,30 avis
CAP FI TECHNOLOGY,MOA risques de marché H/F,-
Groupama,Actuaire Réassurance H/F,309 avis
Twenty Recruitment Group,Head of Data Science - Commerce - Paris,-
UMANIS Clinical Research,Data Manager senior (IDF) CDI,-
Manomano,Traffic Manager (H/F),-
MeilleursAgents,Alternant développeur web dataviz (H/F),-
Solog,Consultant Middleware Oracle (H/F),-
CAP FI TECHNOLOGY,MOA Front Office H/F,-
Talan,Consultant décisionnel COGNOS TM1 Confirmé (H/F),7 avis
DELL,Presales Engineer,8 249 avis
Vector Recruitment Limited,Data Scientist / Physicist – Biotech R&D,-
BNP Paribas,ACTUAIRE INVENTAIRE ET SOLVABILITÉ 2 H/F,2 123 avis
Sanofi,ERP Support & Master Data Manager,2 687 avis
Harnham,SENIOR DATA SCIENTIST - FINANCE/INVESTISSEMENT,-
FORUM TALENTS HANDICAP,Consultant Data Scientist confirmé H/F,-
FORUM TALENTS HANDICAP,Consultant Data Scientist confirmé H/F,-
KPMG,Stagiaire Risque de marché/crédit,4 383 avis
Facebook,Software Engineer (AI),344 avis
EY,Consultants Expérimentés en Systèmes d'Information H/F,5 232 avis
UNIVERSITÉ PARIS EST CRÉTEIL THÈSE,Développement de méthodes de prédiction et de détection d’événements rares basé sur l’apprentissage profond,-
Skillink,Data Engineer (H/F) - Start-up de la Fintech/Legaltech,-
Crédit Agricole CIB,Chargé d'Asset-Liaibility Management (Paris - Hong Kong) H/F,1 274 avis
La banque postale,Chef de projet MOA Décisionnel H/F - CDI,311 avis
Sia Partners,Manager CFO Advisory H/F,6 avis
INTEAM,Devops indus 4.0 voiture connectée,-
UMANIS Clinical Research,Chargé de Pharmacovigilance (IDF) CDI,-
Aera Technology,Solution Architect,-
ESQUISSE CONSEIL,ASSISTANT DE DIRECTION BILINGUE ANGLAIS F/H,-
Cirruseo,Chef de projet TMA F/H,-
Talend,Product Manager Big Data,-
Google,Student Research Collaboration,2 392 avis
Blade,Network Infrastructure Engineer,13 avis
UMANIS Clinical Research,Chargé de DMOS et transparence - droit de la santé (IDF) CDI,-
Mindshare,GLOBAL DATA & ANALYTICS MANAGER,-
IQVIA,Principal,95 avis
IQVIA,Principal,95 avis
EY,Consultant Junior SI spécialisé Data Financial Services HF (Id:61172) F/H,5 232 avis
Expectra.fr,ARCHITECTE DATA (F/H),37 avis
Doctolib,Product BI Manager,2 avis
AXA,Research Data Scientist - Stage (F/H),-
NERA Economic Consulting,Research Officer/ Economic Analyst - Competition Policy,-
Oliver Wyman,Research Officer/ Economic Analyst - Competition Policy,-
MBDA,Apprenti(e) Innovation - Intelligence Technologique et Open Innovation H/F,36 avis
Incepto Medical,CLINICAL RESEARCH LEADER,-
Sia Partners,Manager Banque H/F,6 avis
Algolia,Software Engineer - Android,-
PRIVATEASER,Software Engineer - Visitor Experience tribe,-
Amgen,Responsable Faisabilité Opérations de Développement,967 avis
DANONE,ALTERNANCE BI Analytics - H/F septembre 2018,887 avis
Umanis,TECHNICIEN SUPERVISION RÉSEAUX ET TÉLÉCOMS H/F IDF,11 avis
Inria,"Temporary scientific engineer / Biologie et santé, Sciences de la vie et de la terre / Modeling and Control for Life Sciences",22 avis
EMÉRIQUE & PARTNERS,INGÉNIEUR RISQUES FINANCIERS – ASSURANCE – ACTIFS F/H,-
Vector Recruitment Limited,Data Scientist / Physicist – Biotech NPD,-
SUEZ,CHEF DE PROJET OFFRES COMMERCIALES,178 avis
Palantir Technologies,Forward Deployed Software Engineer,-
Murex S.A.S.,Learning Operations Coordinator EMEA (M/F) urgent,-
Ubisoft,User Acquisition Expert - Paris or London,155 avis
Harnham,HEAD OF DATA SCIENCE AND MACHINE LEARNING,-
CAP FI TECHNOLOGY,Ingénieur Sécurité H/F,-
KPMG,Consultant Junior Risque de marché/crédit,4 383 avis
Institut Pasteur,Expert en Classification de l'Information H/F,38 avis
Sia Partners,Stage de fin d'études Consultant(e) Banque,6 avis
Axway,Internal Technical Support,21 avis
CNP Assurances,Stage (3 à 4 mois) - MASTER 1/2 ACTUARIAT H/F,39 avis
AUTO1 Group,Business Analyst (H/F) - STAGE,-
AUTO1 Group,Business Analyst (H/F) - STAGE,-
DXC Technology,Consultant à Manager Data management (H/F),1 377 avis
AXA General Insurance,AXA Global P&C - Generic template,682 avis
Réseau de transport d'électricité,Ingénieur poste électrique - H/F,-
EY,Consultants Expérimentés en Systèmes d'Information Middle Market H/F,5 232 avis
Julhiet Sterwen,H/F CONSULTANT DESIGNER,5 avis
Publicis Media,CDI - Expert PGC (H/F),-
CAP FI TECHNOLOGY,Ingénieur Devops / Sysadmin H/F,-
ANDREAS EHINGER THÈSE,Caracterisation and classification of data through multi-scale invariant features,-
Wavestone,Analyst / Consultant IT H/F,11 avis
Keyrus,Consultant Smart BI - Qlikview H/F (Paris),8 avis
AXA,Actuaire F/H - Alternance,-
Avisia,Manager Digital Analytics,-
Harnham,LEAD BI / BIG DATA ENGINEER - FINTECH STARTUP,-
Solog,Consultant décisionnel DATASTAGE confirmé (H/F),-
Solog,Consultant décisionnel COGNOS TM1 Confirmé (H/F),-
Criteo,Software Engineer in Machine Learning,21 avis
soft.computing,Consultant AMOA/UX,-
Criteo,Senior Data Scientist - Engine Data Analytics,21 avis
AXA,Stage - Développeur(euse) full-stack Python H/F,-
Dassault Systèmes,Ingénieur Recherche 3D Machine Learning H/F,175 avis
AXA General Insurance,Climate & Environment Research Business Partner,682 avis
Dynacentrix,Ingénieur Commercial Sédentaire,-
Manomano,Affiliate Program Manager (H/F),-
Micropole,Directeur Conseil - H/F,9 avis
Dynacentrix,Manager Pole Formation (H/F),-
SOGECAP,Marketing Analytics-(H/F),1 400 avis
Solog,DBA Oracle E-Business Suite (H/F),-
Publicis Media,CDI - Chef de Projet Technique (H/F),-
HIGHTEAM,DATASCIENTIST,-
Air Liquide,ALIT GIO - Ingénieur Cloud H/F,983 avis
Hivebrite,FRONT-END ENGINEER,-
dunnhumby,Leadership Team PA,31 avis
BNP Paribas,CHARGÉ(E) D’ÉTUDES ACTUARIELLES - TARIFICATION H/F,2 123 avis
Planet Expat,Machine Learning Engineer / Lead NLP,-
Turner,Apprentice Research Analyst,378 avis
SOFT COMPUTING,Responsable Communication F/H,8 avis
McKinsey & Company,Strategy Consultant - Digital McKinsey,361 avis
AUTO1 Group,Operations Analyst (H/F) - STAGE,-
Aviva,STAGE Analyses prédictives H/F,825 avis
Wavestone,Stage Direction des Systèmes d'information H/F,11 avis
Wavestone,Consultant Secteur public - H/F,11 avis
EDF,Thèse CIFRE - Analyse statistique des résultats de simulations numériques de situations accidentelles sur les réacteurs - H/F,1 124 avis
EMÉRIQUE & PARTNERS,"Actuaire ALM, IFRS 17 – Compagnie d’assurance internationale F/H",-
Sanofi,Alternance - Assistant développement d'un Standard de Données Cliniques - Terminologie Contrôlée H/F,2 687 avis
VECTAURY,Développeur Core Java F/H,-
Icon plc,CRA E/L,236 avis
FISH EYE TECHNOLOGIES,"Ingénieur en ""Computer Vision"" et ""Machine learning"" F/H",-
Umanis,Technicien Hotliner Confirmé H/F IDF,11 avis
ESTIA CONSEIL,Chargé(e) d'études Marketing F/H,-
Harnham,SENIOR DATA ANALYST - FINTECH STARTUP,-
PwC,Actuaire confirmé,5 524 avis
BAOBAB (EX MICROCRED),Expert en sciences de données F/H,-
Dentsu Aegis,Rédacteur bilingue anglais H/F,114 avis
Johnson & Johnson Family of Companies,Responsable Scientifique Produit H/F (CDD jusqu'au 31 décembre 2018),3 228 avis
CAPFI VITADATA,Consultant SAS F/H,-
Talan,Consultant(e) Business Intelligence MicroStrategy (H/F),7 avis
EY,Consultant Expérimenté Secteur Utilities - Paris H/F,5 232 avis
Amgen,Medical Advisor Biosimilaires Oncologie,967 avis
Criteo,Software Engineer - Algorithms,21 avis
CA CIB FRANCE,Chargé d'Asset-Liaibility Management (Paris - Hong Kong) H/F,-
Besedo,Implio Product Owner - Paris,-
JCDecaux FR,Alternance - Chargé de contenus digitaux H/F - Octobre 2018,183 avis
AXA General Insurance,GIE AXA - Generic template,682 avis
Kantar Health,International Project Manager - Late Phase & Observational Studies,-
LOKAD,Intern in software development,-
OCDE,Senior Economist – Illicit Trade,8 avis
Criteo,"Team Lead, Business Escalation EMEA",21 avis
Manomano,Business Developer Affiliate Programme UK (M/F),-
Lenovo,EMEA Workstation ISV Partners Manager,807 avis
Dassault Systèmes,Chef de projet Innovation - Design d'Expérience H/F,175 avis
Renault,"Chef de projet ""Maintenance prédictive"" (H/F)",3 045 avis
Google,Software Engineering/Site Reliability Engineering Intern 2018,2 392 avis
Solog,Consultant(e) Business Intelligence MicroStrategy (H/F),-
ANAYA,Developpeur / Programmeur SAS (Statistiques) F/H,8 avis
Actimage,Architecte Logiciel H/F,5 avis
ESTIA CONSEIL,Analyste et gestionnaire de campagne F/H,-
Avanade,Consultant Advisory H/F,185 avis
Enedis,Alternance - Appui Project Managment Officer (PMO) - H/F,321 avis
Oh BiBi,Backend Developer,-
MAXYMA,DIRECTEUR/DIRECTRICE DE CLIENTELE FUNDRAISING OMNICANAL F/H,2 avis
Thales Group,Stage - Ingénieur de recherche sur les méthodes de Machine Learning (H/F),791 avis
Harnham,DATA SCIENTIST - CONSULTANT SENIOR,-
soft.computing,Inside Sales / Commercial,-
KPMG,Manager/Senior Manager - Lead Data Scientist,4 383 avis
UMANIS Clinical Research,Coordinateur Affaires Réglementaires CMC (IDF) CDI,-
BPCE SA,CDD Ingénieur Risques H/F,35 avis
ZENIKA,Expert Apache Kafka F/H,-
AXA,IoT Product Owner (F/H),-
KPMG,Analyste Expérimenté Risque de Marché Quantitatif,4 383 avis
KPMG,Analyste Expérimenté Risque de Marché Quantitatif,4 383 avis
TechnipFMC,Business Intelligence Intern,45 avis
SDL,Digital Consultant,-
ANAYA,Chargé de recrutement F/H,8 avis
Thales Group,Analyste Operations Commerciales Business Line AOW,791 avis
Shift Technology,Junior fullstack developer,-
Deloitte,"Stagiaire Actuariat – Nouveaux marchés, nouveaux risques, nouvelles technologies : les transformations du métier de l’actuaire",6 694 avis
AUTO1 France,Business Analyst (H/F) - STAGE,-
Algolia,Software Engineer - iOS,-
ESTIA CONSEIL,AMOA Marketing/CRM F/H,-
Criteo,Internship - Strategic Project Office,21 avis
AXA,Analyste Web et Stratégie - Alternance (H/F),-
Imerys,Global Maintenance Manager,121 avis
Solog,ARCHITECTE SI (H/F),-
Talan,ARCHITECTE SI (H/F),7 avis
Harnham,MANAGER DATA ANALYTICS - CONSEIL,-
Pretty Simple,Business Intelligence Analyst,-
Veeva,"Vice President, Marketing, Europe",-
PWC,Chargé de communication médias et influence - @PwC Levallois F/H,5 524 avis
TIBCO Software,"Solutions Consultant, Sr",-
EY,Consultant SI spécialisé Data Financial Services HF (Id:61174) F/H,5 232 avis
AXA,AXA Global P&C - Generic template,-
CVO-EUROPE,Ingénieur Validation Systèmes Informatisés VSI (IDF) CDI,-
MYDRAL,Expert en Analytics (H/F),-
Inria,Connectionless Transmission in Wireless Networks (IoT),22 avis
BNP Paribas Corporate & Institutional Banking,"Alternant Analyste Ingénieur Financier, H/F",57 avis
Atos,M&A legal intern (H/F),1 626 avis
Micropole,Expert CMS et Portail - H/F,9 avis
Micropole,Directeur Clientèle - H/F,9 avis
AXA,Chargé(e) de mission intrapreneuriale Assurance Emprunteur – (F/H),-
AXA,Chargé(e) de mission intrapreneuriale Assurance Emprunteur – (F/H),-
BNP Paribas Corporate & Institutional Banking,"Stage Recrutement & Campus Management, H/F",57 avis
AXA,Manager de l’équipe Datawarehouse (F/H),-
Renault,Project Manager IT Controlling,3 045 avis
UMANIS SA,TECHNICIEN SUPERVISON RÉSEAUX ET TÉLÉCOMS F/H,2 avis
SOFT COMPUTING,Gestionnaire de Campagnes CRM F/H,8 avis
GRTgaz,Lead Developper H/F,21 avis
Réseau de transport d'électricité,Chargé d'Affaires Publiques en master 2 à Sciences Po ou Dauphine - H/F,-
Blade,Head Of Test,13 avis
SOGECAP,Chef de Projet Moteur de Calcul-(H/F),1 400 avis
SOGECAP,Chef de Projet Moteur de Calcul-(H/F),1 400 avis
AUTO1 France,Operations Analyst (H/F) - STAGE,-
Algorithm lover <3,Développeur Senior BigData H/F,-
UMANIS SA,Consultant(e) fonctionnel(le) F/H,2 avis
Umanis,DIRECTEUR DE PROJET POSTE DE TRAVAIL H/F IDF,11 avis
Sia Partners,"Consultant(e) - Marketing, Ventes & Expérience Client",6 avis
EMÉRIQUE & PARTNERS,Actuaire produit Prévoyance/Santé Collective – Compagnie d’Assurance - IDF F/H,-
Allianz France,ALTERNANCE - Chef de Projets UX Designer (Expérience Utilisateur) H/F,457 avis
Aviva,ALTERNANT Chargé d'études économiques H/F,825 avis
Wake It Up,Développeur front react.js sensible à l'ui/ux,-
Michael Page,Analyste M&A H/F - Boutique spécialisée Afrique et Moyen-Orient,156 avis
GFI,Designer UX H/F,90 avis
Keyrus Management,Directeur Conseil Digital Commerce H/F (Paris),-
NVIDIA,Deep Learning Architect Intern,163 avis
UMANIS Clinical Research,Assistant Affaires Réglementaires (IDF) CDI,-
Scortex,SOFTWARE ENGINEER: LEAD FRONT-END,-
UMANIS Clinical Research,Chargé Affaires Réglementaires CMC (IDF) CDI,-
Park Place Technologies,"Field Service Engineer- Paris, France",-
EFMD,Pre-Doctoral Research Associate Position In Organisational Behaviour - INSEAD France - Paris,-
ADIKTEEV,Technical Recruiter,-
Allianz France,Stage - Chargé(e) d'études actuarielles (H/F),457 avis
Euler Hermes Group,SME Analyst / Economist - Temporary contract 18 months,457 avis
Se Loger,Technical programmatic manager H/F,-
UMANIS Clinical Research,Biostatisticien (IDF) CDI,-
BNP Paribas,"ALTERNANT ANALYSTE INGÉNIEUR FINANCIER, H/F",2 123 avis
Blade,Datacenter Technician,13 avis
CAP FI TECHNOLOGY,Développeur - Software Engineer C#/.Net - H/F,-
Deloitte,Chargé(e) d’affaires senior Economic Advisory,6 694 avis
Egencia,Sr Software Engineer Dev,30 avis
AXA General Insurance,Europe Hail Modelling - (F/H) - Internship,682 avis
Michael Page,Expert Solution Data H/F - Secteur public,156 avis
BUSINESS & DECISION LIFE,Administrateur de base de données en Pharmacovigilance F/H,-
Automation Anywhere,RPA Sales Engineer - France,-
AXA General Insurance,IoT Senior Prototyper (F/H) - PARIS,682 avis
Generali France,CHARGE ETUDES ACTUARIAT H/F,133 avis
Harnham,SENIOR DATA SCIENTIST - TECHNICAL LEADER,-
Schibsted Media Group,Back End Software Engineer – Marketplaces,-
BT,IPT Technical Support Engineer Level 2,1 839 avis
EDF,Alternance - Ingénierie linguistique - Veille et évaluation d'outils text mining - H/F,1 124 avis
BearingPoint,Consultants juniors (H/F) - Life Sciences & Chemicals,149 avis
Solog,Consultant Oracle E-Business Suite (H/F),-
Harnham,DATA SCIENTIST - GERMAN SPEAKER,-
BNP Paribas,"STAGE RECRUTEMENT & CAMPUS MANAGEMENT, H/F",2 123 avis
UMANIS Clinical Research,Chargé Affaires Réglementaires Export (IDF) CDI,-
Rockit Recruitment,"Lead Data Scientist – Paris, France – B2B SaaS Company",-
KPMG,Consutant Expérimenté Risque de marché/crédit,4 383 avis
GRTgaz,ALTERNANT SYSTEME D'INFORMATION H/F,21 avis
OCDE,Senior Health Economists - Policy Analysts,8 avis
Expedia,Senior User Experience Researcher,591 avis
Talan,Consultant Oracle E-Business Suite (H/F),7 avis
Ubisoft,Group Strategic Planning Analyst (H/F),155 avis
Allianz Technology SE,Business Analyst eCommerce (m/f),457 avis
EDF,Alternance - R&D Département OSIRIS (mathématique appliquée / Informatique) - H/F,1 124 avis
SAP,NodeJS Bot Developer (M/F),1 598 avis
MFG Labs,Project Manager Assistant,-
Université Paris Est Créteil Val de Marne,Ingénieur en expérimentation et instrumentation biologiques - Sciences et technologie,8 avis
The NPD Group,Foodservice Director,-
CVO-EUROPE,INGÉNIEUR VALIDATION SYSTÈMES INFORMATISÉS (VSI) F/H,-
AXA,"SDM Serveur, Stockage et Sauvegarde (H/F)",-
TINYCLUES,Datascience Product Manager,-
Icon plc,Senior CRA,236 avis
OCDE,Policy Analyst – Responsible Business Conduct in the Minerals Supply Chain,8 avis
Transdev,STAGE - Market Analyst Junior H/F,903 avis
Intel,High Performance Computing (HPC) Technical Presales Engineer,3 420 avis
Schibsted Media Group,Backend Software Engineer - Serenity,-
WideSearch,Stage Consultant en Intelligence Economique (H/F) Paris,-
Sanofi,ITS Innovation Manager,2 687 avis
Wake It Up,Développeur .net core 2 – hors du commun – editeur,-
Altaide,Data Scientist Senior / Incubateur Groupe de premier plan (H/F),-
VMware,Snr. NSX Systems Engineer,572 avis
BT,Network Technical Support Engineer Level 2,1 839 avis
Kantar Health,"Director, Late Phase & RWE Research",-
UMANIS Clinical Research,Chargé de qualité conformité réglementaire en industrie pharmaceutique (IDF) CDI,-
AUTO1 Group,Intern (m/f) - Business Analytics,-
Google,"Software Engineer, Chrome, iOS and Mac",2 392 avis
Albéa,Ingénieur développement durable et emballage responsable,-
Veeva,Consultant (CRM),-
Natixis,Alternance 1 an - Assistant pilotage stratégie commerciale H/F - Paris 13ème,270 avis
TINYCLUES,Full-stack software Engineer,-
Cisco,Enterprise Networks System Engineer,3 891 avis
AXA,Responsable de mission intrapreneuriale Assurance Emprunteur - (F/H),-
Umanis,Technicien Helpdesk Niveau 1 et 2 H/F IDF,11 avis
Mondelez International,Western Europe Shopper Insights Manager (m/f // h/f CDI),2 149 avis
Microsoft,Senior Solution Sales Manager - Data & AI,4 486 avis
Snake Charmer,Python Developer H/F,-
IQVIA,Contrat d’apprentissage : « Chef de Projet Techno » F/H,95 avis
Johnson & Johnson Family of Companies,Manager Opérations Cliniques / Responsable Aire Thérapeutique H/F,3 228 avis
Uber,"Risk and Quality Operations Manager - France, Switzerland & Austria",480 avis
iPSOS,DIGITAL INSIGHTS MANAGER (H/F),321 avis
Palantir Technologies,"Forward Deployed Software Engineer, New Grad",-
MathWorks,Application Engineer - Academia,72 avis
Microsoft,Business Analytics & insights,4 486 avis
General Electric,CDI-Architecte logiciel principal(e) H/F,220 avis
Harnham,DATA SCIENTIST - SPANISH SPEAKER,-
NOKIA,Bell labs : 5G wireless Researcher Acces lab,3 315 avis
Umanis,Consultant AMOA/MOA H/F,11 avis
Crédit Agricole CIB,Ingénieur Analyste Paramètres Risques de Marché H/F,1 274 avis
KPMG,Consultant Expérimenté - TT - Strategy & Business Analytics,4 383 avis
Cargill,Pectin Raw Material Sourcing Manager,2 602 avis
General Electric,CDI Digital Program Manager H/F,220 avis
The NPD Group,Head of Foodservice France,-
,UN(E) INGENIEUR(E) DEVELOPPEUR(SE) F/H,-
CAP FI TECHNOLOGY,Support technico-fonctionnel finance de marché - H/F,-
Institut Curie,Post-doc position - Development of computational methods for multiscale modeling of tumor microenvironment,21 avis
Amazon Support Services France SAS,EMEA Business Development Manager - Travel/Transportation,24 701 avis
BioMarin Pharmaceutical Inc.,Country Manager France,-
Orange,Ingénieur études et développement expérimenté IA - data science F/H,1 469 avis
AUTO1 Group,Operations Manager (H/F) – Stage,-
AXA,GIE AXA - Generic template,-
Venn Life,Clinical Quality Manager,-
CA CIB FRANCE,Assistant(e) Business Intelligence H/F,-
Lenovo,Workstation Business Development Manager,807 avis
ADOMIK,Front-End Web Developer - React.js (M/F) F/H,-
DataDirect Networks,IME Intern,-
Pernod Ricard,IT Solutions Architect,334 avis
Sia Partners,Consultant(e) Senior Banque,6 avis
CEPHEID CONSULTING,Manager innovation et transformation digitale F/H,-
WAKE IT UP,« Very Special » Développeur Front React.JS sensible à l’UI/UX – Pure player F/H,-
PROTIVITI SAS,Consultant IT et Cybersécurité F/H,-
LINCOLN,Alternant(e) Recrutement F/H,39 avis
NODYA GROUP,Ingénieur d'études et de développement JAVA/J2EE F/H,-
SOFT COMPUTING,Expert Salesforce F/H,8 avis
Solog,Consultant(e) en Intelligence Artificielle & Transformation Digitale – H/F,-
Talan,Consultant(e) en Intelligence Artificielle & Transformation Digitale – H/F,7 avis
UMANIS,DEVELOPPEUR MOBILE IOS ANDROID PARIS F/H,11 avis
ISOFT,Chef de projet Fraude F/H,-
Stanley Black & Decker,Customer Fullfillment Leader,1 027 avis
Cytel,Senior Statistical Programmer,-
Manomano,Business Developer Programa de Afiliación España (H/M),-
AXA,Europe Hail Modelling - (F/H),-
UMANIS SA,CONSULTANT IT F/H,2 avis
Criteo,Software Development Lead,21 avis
DuPont,Independent Consultant Maintenance and Reliability,946 avis
CONVERTEO,Consultant (e) Web Analytics F/H,-
General Electric,Lead Customer Reliability Engineer,220 avis
Amgen,EU Privacy and Data Protection Regional Senior Manager,967 avis
Axway,Salesforce Developer,21 avis
Criteo,"Technical Solutions Engineer, Brand Solutions France",21 avis
AXA,Ingénieur en Datascience – Développement Expertise Catastrophes Naturelles - (F/H),-
NODYA GROUP,Chargé de recrutement F/H,-
ACI Worldwide,Technical Support Analyst,-
AUTO1 France,Intern (m/f) - Business Analytics,-
Manomano,SEO Project Manager - Stage (H/F),-
Inria,Post-Doc Development of statistical models for oncology applications,22 avis
McKinsey & Company,Associate - Marketing & Sales,361 avis
In-Team,Architecte Devops (Automatisation/AWS) –Industrie 4.0 Voiture connectée,-
Biogen,"Manager, Original Content, Biogen Healthcare Solutions",352 avis
CHRONOPOST,ALT - Chargé(e) de Marketing Stratégique H/F,164 avis
DELL,Enterprise Account Systems Engineer_185446BR,8 249 avis
McKinsey & Company,Design Lead - Digital McKinsey,361 avis
Airbus Group,Team Leader Maritime Surveillance Software Development M/F,1 160 avis
Wavestone,Stagiaire/Alternant Consultant Secteur public - H/F,11 avis
DataDirect Networks,Software Engineer- IME,-
BNP Paribas,BUSINESS ANALYST - PROXY PRODUCT OWNER,2 123 avis
Talan,Expert Décisionnel SAP BI (H/F),7 avis
Solog,Consultant AMOA ERP – Secteur Public (H/F),-
NOKIA,Bell Labs : Researcher in Networking Systems and Protocols,3 315 avis
Atos,Consultant Transformation Digitale (H/F),1 626 avis
LINCOLN,Développeur Qlik confirmé F/H,39 avis
Amazon,Associate Technical Trainer - France,24 701 avis
Talan,Consultant décisionnel Microsoft BI (H/F),7 avis
Amazon Online France SAS,Senior Analytics and Media Manager H/F,24 701 avis
Solog,Expert Décisionnel SAP BI (H/F),-
DXC,Expert Identity and acces manager (IAM),1 377 avis
Group Corporate Functions,Alternance - Pilote de dispositif Risques Opérationnels-(H/F),-
DELL,Enterprise Account Systems Engineer,8 249 avis
Solog,Consultant AMOA BI confirmé (H/F),-
The Boston Consulting Group,Knowledge Expert - Build Operate Transfer,182 avis
BearingPoint,"HyperCube - Développeur HTML JavaScript, stack MEAN (H/F)",149 avis
Shift Technology,Fullstack developer internship,-
Publicis Media,CDI - Ingénieur DEVOPS / Développeur Fullstack (H/F),-
NetApp,"Senior Recruiter Southern Europe, Middle East, Africa",559 avis
Sia Partners,"Manager– Marketing, Ventes & Expérience Client H/F",6 avis
UMANIS,Pharmacien(ne) affaires reglementaires,11 avis
Harnham,BIG DATA DEVELOPER - JOIN THE DATA LAB!,-
NOKIA,Machine Learning Expert,3 315 avis
The Boston Consulting Group,Knowledge Expert - Architecture,182 avis
Salesforce,Enterprise Architect,363 avis
Talend,Performance Test Expert (m/f),-
NOKIA,"Bell Labs : Standardization Professional 5G Evolution (Radio, Network, MANO)",3 315 avis
Moody's,Technical Consultant,-
Digital Source,Senior/Lead Data Scientist,-
CNRS,Ingénieur-e en ingénierie logicielle,108 avis
Harnham,SENIOR DATA SCIENTIST - DEEP LEARNING,-
SOFT COMPUTING,Commercial - Inside Sales F/H,8 avis
HIGHTEAM,Architecte projet informatique,-
Gilead,"Human Resource Manager, France",-
Solog,Consultant Fonctionnel CRM SalesForce (H/F),-
Manomano,Stage - CRM Manager Northern Europe (H/F),-
AUTO1 France,Operations Manager (H/F) – Stage,-
Group Corporate Functions,Stage en documentation Access activités informatiques-(H/F),-
Umanis,ADMINISTRATEUR N3 MICROSOFT H/F IDF,11 avis
Addstones,Asset Liability Management Consultant - CDI,-
AASTON,Ingénieur / Administrateur Linux F/H,-
Solog,Consultant décisionnel Microsoft BI (H/F),-
TINYCLUES,Product BI Analyst,-
ISOFT,Ingénieur JAVA/J2EE F/H,-
Talan,Consultant(e) Middleware Expert Oracle (H/F),7 avis
Solog,Consultant(e) Middleware Expert Oracle (H/F),-
EDITION MEDICALE,E-COMMERCE MANAGER F/H,-
Cisco,Network Consulting Engineer – Apprentice – France,3 891 avis
PWC,Actuaire confirmé - @PwC Neuilly - CDI - F/H,5 524 avis
ANAYA,ARCHITECTE FONCTIONNEL BANQUE F/H,8 avis
UMANIS Clinical Research,Pharmacien Pharmacovigilance (IDF) CDI,-
Veeva,Solution Consultant,-
Cisco,"System Engineer- Collaboration, France (1229611)",3 891 avis
Waters Corporation,Digital Marketing Specialist,-
GenMark Diagnostics,"Director, Marketing (EMEA)",-
General Electric,Performance Digital Products Solution Architect,220 avis
Leica Microsystems,Product Sales Specialist,36 avis
Qlik,Managing Principal Consultant,-
Premier Research Group Limited,Clinical Research Associate II/ senior (France),-
AIG Philippines Inc.,AEL Property & Special Risks South Zone Pricing Lead,-
FORCE-A,Ingénieur analyse de données / géostatistique F/H,-
Shift Technology,Senior frontend developer,-
Varonis,Professional Services Engineer,11 avis
ConSol Partners,Senior Software Engineer (C++ algorithm implementation),-
IPSEN,Chef de projet IA H/F,22 avis
