company,job,number_of_evaluations
DB,IoT Platform Engineer for Digital Rail in Berlin (f/m),37 Bewertungen
Zalando SE,Engineering Lead - Algorithms,78 Bewertungen
Comtravo GmbH,Senior Backend Engineer (m/f),-
Zalando Media Solutions GmbH,Internship Sales - Self-Service Platform,-
Zalando SE,Engineering Lead - Price Recommendations,78 Bewertungen
Zalando SE,PRODUCT ANALYST – SEARCH & PERSONALIZATION,78 Bewertungen
DB,Senior Professional Sensor Technology for Digital Rail in Berlin (f/m),37 Bewertungen
Amazon.com,Software Development Engineer - AWS Redshift,24.701 Bewertungen
SoundCloud,"Senior Product Manager, Streaming",-
Deutsche Bahn,Senior Analyst Digitale Strategie - Competence Center Digitalisierung (w/m),391 Bewertungen
Zalando SE,Business Intelligence Engineer - BI Core,78 Bewertungen
Zalando SE,Lead Security,78 Bewertungen
prime people,Spezialist,-
Clinical Professionals,Oncology MSL (Berlin),-
YOC AG,(Senior) PHP Developer (m/f),-
Zalando SE,Engineering Lead - Machine Learning - Pricing & Forecasting,78 Bewertungen
Zalando SE,Lead Engineer - Fulfillment Core (Berlin),78 Bewertungen
Zalando SE,Lead Offline Fulfillment Technology (m/f),78 Bewertungen
EXPERTS & TALENTS Berlin GmbH,SEO Data Analyst (m/w),-
media.net berlinbrandenburg,Wargaming: UX Director (Mobile) (m/f),-
youngcapital,Junior Consultant Robotics (m/w) AIM - Advanced Analytics and Cognitive,-
ResearchGate GmbH,"Head of Key Account Management, US-based (m/f)",-
Zalando SE,Scala Backend Engineer - Pricing & Forecasting,78 Bewertungen
Pivigo,Senior Software Developer – React // Pivigo,-
Eurobase People,Product Leader,-
Bloc Digital,Frontend Developer,-
Amazon.com,"Product Manager, Lead Management",24.701 Bewertungen
Zalando Media Solutions GmbH,Frontend Developer - Java Script,-
CrossEngage GmbH,(Senior) DevOps Engineer (m/f),-
Zalando SE,Logistics Platform Backend Engineer,78 Bewertungen
Lesara GmbH,Backend Developer for Business Intelligence (m/f),12 Bewertungen
unu GmbH,Lead Product Manager,-
Google,"SAP Product Specialist (EMEA), Google Cloud (English)",2.392 Bewertungen
DB,Praktikant People Analytics - DB Konzernzentrale (m/w),37 Bewertungen
YOC,(Senior) PHP Developer (m/f),-
Zalando SE,Senior Artificial Intelligence Architect,78 Bewertungen
Deutsche Bahn,Projektleiter Digitale Geschäftsentwicklung & Partnermanagement (w/m),391 Bewertungen
Zalando SE,Backend Software Developer,78 Bewertungen
AUTO1 Group,Senior iOS Developer (m/f),27 Bewertungen
Amazon.com,Senior Technical Program Manager,24.701 Bewertungen
AUTO1 Group,Senior Android Developer (m/f),27 Bewertungen
Zalando SE,Corporate IT Management Consultant (Inhouse),78 Bewertungen
Google,"Sales Engineer, Google Cloud Platform",2.392 Bewertungen
Zalando SE,"Backend Engineer, Logistics Algorithms (Java, Scala)",78 Bewertungen
Zalando SE,DevOps Engineer for Developer Productivity,78 Bewertungen
InterQuest Group,Product Manager,-
Sparks42,Software Engineer PHP / Java (m/f),-
MBition GmbH,Head of Cloud Software (m/w),-
Zalando SE,Site Reliability Engineer - Zalando Lounge,78 Bewertungen
Zalando SE,Software Engineer - Java,78 Bewertungen
Deutsche Bahn,Artificial Intelligence Specialist for Digital Rail in Berlin (f/m),391 Bewertungen
,Senior Software Engineer (Full Stack),-
Zalando SE,Product Manager Logistics Algorithms,78 Bewertungen
Bloc Digital,Full Stack Developer Berlin Leverton,-
GoEuro,Senior Backend Software Engineer (with Ops Experience),-
Digital Source,Head of Engineering,-
HERE Technologies,(Sr.) Software Engineer- Functional Programming Enthusiasts - Over-the-Air Technology (m/f),193 Bewertungen
HelloFresh,Director of Marketing BI (m/f),195 Bewertungen
Delivery Hero Germany,Senior Mobile Product Manager (f/m),-
Delivery Hero,Product Manager (m/f)- Restaurant Partner Solutions,7 Bewertungen
BankenScore.de,Head of Marketing (B2B),-
Zalando SE,Senior Leader - Supply Analytics (Vice President),78 Bewertungen
Zalando SE,Product Manager BI,78 Bewertungen
Delivery Hero,Senior Software Engineer - Java (f/m),7 Bewertungen
Mister Spex GmbH,(Senior) DevOps Engineer (m/f),6 Bewertungen
Deutsche Bahn,(Senior) Projektmanager People Analytics (w/m),391 Bewertungen
Zalando SE,Fullstack Engineer (Marketing Tech) - Zalon,78 Bewertungen
Salesforce,Technical Architect - Salesforce CPQ & Billing,-
Quandoo GmbH,Senior Java Backend Engineer (m/f/t),8 Bewertungen
Deutsche Bahn,Artificial Intelligence Specialist für die Digitalisierung im Schienenverkehr am Standort Berlin (w/m),391 Bewertungen
Amazon.com,Senior UX Designer – AWS Design System,24.701 Bewertungen
Amazon.com,Senior/Lead Advanced Analytics Prototyping Developer,24.701 Bewertungen
Zalando SE,Engineering Lead - Search,78 Bewertungen
ResearchGate GmbH,Team Lead - Sales and Account Management - Scientific Recruiting (m/f),-
Zalando Media Solutions GmbH,Software Engineer - Java,-
Bayer,Senior Pharmacovigilance System Maintenance Expert (m/f),2.355 Bewertungen
Groupon,Senior Software Development Engineer - Merchant Platform (w/m),615 Bewertungen
ResearchGate GmbH,Senior Advertising Operations Manager (m/f),-
Amazon.com,"Manager, Software Development (f/m)",24.701 Bewertungen
CrossEngage GmbH,(Senior) Java Backend Engineer (m/f),-
Amazon.com,Senior Software Development Engineer - AWS OpsWorks,24.701 Bewertungen
Amazon.com,Software Development Engineer (Backend) - AWS OpsWorks,24.701 Bewertungen
Zalando SE,Product Owner / Head of Product Inventory Management,78 Bewertungen
Deutsche Bahn,Junior Referent Smart Cities (w/m),391 Bewertungen
Zalando SE,Senior Backend Engineer (Kubernetes/AWS),78 Bewertungen
Team2venture,Senior Java Backend Developer,-
OLX,Finance Business Analyst (f/m),-
Zalando SE,Senior Python Software Developer,78 Bewertungen
Amazon.com,Software Development Engineer - Deep Learning Infrastructure AWS AI,24.701 Bewertungen
No Department,Technical Product Manager Analytical Buying,-
Zalando SE,Senior Backend Software Engineer,78 Bewertungen
Wargaming.net,Senior UX Designer (Mobile) (m/f),-
Zalando,Business Intelligence Engineer - BI Core,78 Bewertungen
Darwin Recruitment,Node Developer & Architect,-
Amazon.com,Senior Software Development Engineer - AWS Redshift,24.701 Bewertungen
Infarm,Elektroniker/in / Elektroanlagenbauer/in / Mechatroniker/in,-
Eurobase People,Engineering Lead,-
Zalando SE,Engineering Lead - Pricing & Forecasting,78 Bewertungen
youngcapital,Business Analyst/Consultant (m/w) AIM - Insights Strategy & Managed Analytics,-
DB,Software & Solution Architect Real-Time Systems for Digital Rail in Berlin (f/m),37 Bewertungen
Amazon.com,"Sr. Program Manager (m/f), Marketplace Delivery Experience",24.701 Bewertungen
Venturi,(Lead) Analytics Profi mit Richtung BI / DS in Berlin,-
foodora,Senior Product Manager - Order Tracking and Processing,54 Bewertungen
Zalando SE,Product Owner Pricing & Forecasting,78 Bewertungen
QualiFiction,(Senior) Backend Developer / DevOps Expert // QualiFiction,-
Darwin Recruitment,Lead Embedded Software Developer,-
Quandoo GmbH,Java Backend Team Lead (m/f/t),8 Bewertungen
Zalando SE,"Fullstack Software Engineer, New Search Paradigms",78 Bewertungen
Deutsche Telekom IT GmbH,Lead BPM / Project lead - HR Analytics (m/f),-
adsquare GmbH,(Senior/Middle) Java Backend Developer (f/m),-
Zalando SE,Senior Frontend Engineer - Distributed Commerce,78 Bewertungen
Deutsche Bahn,Praktikant People Analytics - DB Konzernzentrale (m/w),391 Bewertungen
Zalando Media Solutions GmbH,Senior Java Engineer,-
JCFINCH Executive & Talent Search,Head of Business Intelligence (m/w),-
Zalando SE,Dedicated Owner Technical SEO,78 Bewertungen
Amazon.com,Software Development Engineer - AWS Commerce Platform team in Berlin,24.701 Bewertungen
Zalando SE,Product Manager - Direct Marketing,78 Bewertungen
Antal International,Reporting Lead (m/f),-
Delivery Hero,Marketing Tech Manager – CRM (f/m),7 Bewertungen
Deutsche Bahn,IoT Platform Engineer for Digital Rail in Berlin (f/m),391 Bewertungen
Amazon.com,Sr.Software Development Engineer,24.701 Bewertungen
youngcapital,Senior Consultant (m/w) AIM - Insights Strategy & Managed Analytics,-
ResearchGate,"Team Lead, Sales and Account Management // ResearchGate",-
prime people,Smart C++ Developers for innovative start-up Icon (m/f),-
Zalando SE,Senior Backend Engineer - Pricing & Forecasting,78 Bewertungen
SearchConsult GmbH,Software Developer (.NET Stack),-
DIS AG,Mobile Product Management – Berlin,58 Bewertungen
Amazon.com,Software Development Engineer (Backend) - AWS OpsWorks for Chef Automate - Berlin,24.701 Bewertungen
Deutsche Bahn,Senior Professional Sensor Technology for Digital Rail in Berlin (f/m),391 Bewertungen
Zalando SE,Senior Python Backend Engineer - Pricing & Forecasting,78 Bewertungen
OSRAM GmbH,Senior Cloud Security Architect (m/w),33 Bewertungen
Zalando SE,JAVA Software Engineer - Content Management,78 Bewertungen
Delivery Hero,Senior Product Manager - Search & Discovery (f/m),7 Bewertungen
Zalando SE,Product Manager - Marketing Tech - Zalon,78 Bewertungen
Amazon.com,Senior Software Development Engineer - Deep Learning Infrastructure AWS AI,24.701 Bewertungen
HERE Technologies,"Sr DevOps Engineer - Python, Java, C++ (m/f)",193 Bewertungen
Deutsche Telekom IT GmbH,Lead BPM / Project lead - HR Mobile & Portal Services (m/f),-
SAP,SAP Cloud Native Software Engineer (Expert-Level),1.598 Bewertungen
Chegg,Senior QA Engineer / Senior Automation Engineer,-
Amazon.com,Senior Solutions Architect - Microsoft Platform (m/f),24.701 Bewertungen
QualiFiction GmbH,Senior Backend Developer / DevOps Expert (m/f),-
InterQuest Group,Technical Product Manager,-
Cogs Agency,Senior Product Manager – Loyalty,-
T-Systems International GmbH,Cloud Solutions Architect Infrastructure Public Cloud (m/w),101 Bewertungen
youngcapital,Business Analyst/ Consultant (m/w) - HR Transformation - Workforce Planning & Analytics,-
Manpower,Key Account Manager (m/w) in Festanstellung,13.051 Bewertungen
vacantum Personalberatung,Senior Consultant/ Manager (Senior) Data Scientist für den Bereich Aerospace (m/w),-
youngcapital,(Senior) Consultant (m/w) Visual Analytics,-
Deutsche Bahn,Software & Solution Architect Real-Time Systems for Digital Rail in Berlin (f/m),391 Bewertungen
Michael Page,Affiliate Partner Manager (m/w),156 Bewertungen
Nigel Frank International Limited,Senior System Engineer (m/w),-
T-Systems International GmbH,Senior Cloud Solutions Architect (m/w) Infrastructure Public Cloud,101 Bewertungen
vacantum Personalberatung,"Manager SAP BI & Analytics (SAP BW, BO, HANA) (m/w) im Bereich Banking",-
Publicis Pixelpark,Data Analyst (m/w),-
Smart Pricer GmbH,Junior Data Scientist (m/f),-
Berliner Institut für Gesundheitsforschung,Referentin/Referentin Open Science mit Schwerpunkt Open Data/Forschungsdatenmanagement (w/m/x),-
datapine GmbH,Werkstudenten im Bereich Data Science (m/w),-
CDP Europe,"Analyst, Science Based Targets",-
Parker Wright Consulting,Data Scientist (German Speaking),-
Relok,Werkstudent (w/m) Data Science & Data Intelligence,-
"trommsdorff + drüner, innovation + marketing consu...",Data Scientist,-
DaWanda GmbH,Data Scientist - Information Retrieval (f/m),-
OLX Group,Data Scientist - Machine Learning Engineer (f/m),-
Supper & Supper GmbH,Data Scientist (m/w),-
WATTx,Data Scientist at Cense,-
Clue,Research Data Analyst,-
WATTx,Head of Data Science at WATTx,-
Signavio,Data Scientist (m/f),-
Pepper Media Holding GmbH,Data Engineer (m/f),5 Bewertungen
virtualQ GmbH,Data Scientist,-
Looping Studios,Data Scientist for the Looping PowerRoom® in Berlin (f/m),-
"trommsdorff + drüner, innovation + marketing consu...",Junior Consultant - Data-driven Innovation,-
Volkswagen Group Future Center Europe,Data Technologist (M/F),2 Bewertungen
Clue,Data Engineer,-
"trommsdorff + drüner, innovation + marketing consu...",Digital Data Analyst,-
EyeEm,Data Analyst (f/m),-
Supper & Supper GmbH,Data Engineer (m/w),-
Wooga,Data Engineer,-
Sparkassen Rating und Risikosysteme GmbH,Bereichsleiter/in Data Analytics,-
Grover,Data Scientist/ Engineer Position,-
Rheingau Founders GmbH,BI Data Engineer (m/f) @HUMANOO,-
Arivis,"Software Developer (f/m) 3D Graphics and Virtual Reality, Imaging Science, arivis AG",-
"trommsdorff + drüner, innovation + marketing consu...",(Junior) Consultant Smart Data,-
Viessmann Group,Data Engineer (m/f),-
Finiata,"Data Engineer (f/m) in Berlin, Germany",-
Twist Bioscience,"Field Application Scientist, Germany",-
MYCS GmbH,Automation and Data Engineer (m/f),-
SumUp,Data Warehouse Developer,-
Pflegetiger GmbH,Business Intelligence working student / intern,9 Bewertungen
GfK,Software Developer – Big Data (m/f),-
mytaxi!,Senior Data Scientist / Engineer (m/f),-
X24Factory GmbH (Moebel24),Sr Data Scientist (m/f),-
home24 SE,Scala Software Engineer - Data Services (f/m),-
Fyber,Big Data Scala Software Engineer (m/f),-
Quadratek,Clinical Data Manager,-
Block Stocks Swiss AG,Chief Technology Officer,-
MBition GmbH,Big Data Junior/Senior Engineer (m/f),-
KNIME,Team Assistant,-
SuitePad,Working Student (m/f),-
MONOQI,Internship Business Intelligence (m/f),-
pmOne,"(Senior) Data Engineer – Hadoop, NoSQL, SQL (f/m/d)",-
GameDuell GmbH,Senior Big Data Engineer,-
Zalando,Senior Data Scientist - Machine Learning & DL,78 Bewertungen
So1 GmbH,Machine Learning Engineer (m/f),-
Zalando,Data Analyst,78 Bewertungen
GameDuell GmbH,Senior Big Data Architect,-
Arivis,"Sales Manager EU, Imaging Science",-
REDSOFA BERLIN GMBH,Venture Builder,-
GALLUP,MySQL Database Administrator,-
Supper & Supper GmbH,BIOSTATISTIKER/BIOMETRIKER (M/W),-
"trommsdorff + drüner, innovation + marketing consu...",Creative Strategist,-
TERAKI GmbH,Test & Quality Assurance Engineer,-
MBition GmbH,Senior Data Scientist in the field of connected car services,-
WATTx,CTO @ Deevio,-
Baze Labs,Software Development Intern,-
REDSOFA BERLIN GMBH,Senior Data Engineer,-
Wire,Business Intelligence Analyst,-
Architrave,Operations Engineer (SRE) (f/m),-
home24 SE,Senior Data Engineer (f/m) (Scala/Spark),-
drtv.agency GmbH,Junior Campaign Analyst,-
KNIME,JavaScript Developer,-
Merantix,Machine Intelligence Project Manager,-
"trommsdorff + drüner, innovation + marketing consu...",Student Quality Assurance,-
RatePAY GmbH,Software Engineer – Machine Learning (m/w),-
Trifacta,Applications Engineer,-
Zalando,Working Student (m/f) - Data Analyst,78 Bewertungen
Marsh,"Research Officer/ Economic Analyst, Competition Economics",-
CrossEngage,VP Engineering,-
Centrifuge,Software Engineer - DApp & Smart Contracts,-
Max-Delbrück-Centrum für Molekulare Medizin,Project Manager HEIBRiDS,-
The unbelievable Machine Company GmbH,Trainee HR Generalist (m/w),-
GALLUP,Database Developer,-
home24 SE,Product Manager (f/m) - Data Platform,-
Darwin Recruitment,Data Science Consultant,-
Market Logic Software,Quality Engineer,3 Bewertungen
Atfarm,Atfarm Senior Data/BI Engineer (f/m),-
Zalando,Engineering Lead - Data Science - Zalon,78 Bewertungen
smartB Energy Management GmbH,Senior Machine Learning Expert (m/w),-
Pepper Media Holding GmbH,Business Intelligence Developer (m/f) / Berlin,5 Bewertungen
Arivis,"Sales Manager US, Imaging Science",-
Zalando,Data Lake Engineer,78 Bewertungen
Contiamo,Junior Frontend Engineer (m/f),-
Fyber,Business Analyst (m/f),-
Caroobi,Business Analyst (m/w),-
Market Logic Software,Information Security and Risk Professional,3 Bewertungen
Baze,Software Development Intern,-
SumUp,Marketing Business Intelligence Analyst,-
Zalando,Data Science Lead - Data Insights Team - zLabels,78 Bewertungen
The Hut Group,Junior CRM Manager - GLOSSYBOX,-
viomedo,Frontend / Javascript Developer,-
Quadratek,QA Manager,-
Chiltern,SENIOR STATISTICAL PROGRAMMERS,-
Sound Devices Europe GmbH,Junior Audio and Video Service Technician (m/f),-
Elastic,Curriculum Developer - EMEA,-
Clue,Executive Assistant,-
Docker,Solution Architect,-
OLX Group,Head of Product Analytics,-
Market Logic Software,Machine Learning Engineer (Java/Python),3 Bewertungen
BankenScore.de,Produktmanager,-
Fyber,Senior Fraud Analyst (m/f),-
Spotcap Global Services GmbH,Business Intelligence Analyst (m/f) - Berlin,-
PubNative GmbH,Business Intelligence & Yield Analyst Trainee (m/f),-
vermietet.de,Working Student Software Engineer (m/f),-
Zalando,Head of Data Science - Pricing & Forecasting,78 Bewertungen
MODIFI GmbH,Talent Acquisition Specialist,-
Outlier Ventures,Software Engineer (Research and Development),-
SuitePad GmbH,Working Student (m/f) Engineering Support,-
Forteil GmbH,Business Development Intern,-
Scout24,Business Analyst (m/f),-
Zalando,Data Analyst Customer Analytics,78 Bewertungen
Perseus Technologies GmbH,Scala Engineer (m/f),-
HPS Gesundheitscloud gGmbH,Tech Recruiter (m/f),-
360dialog,QA Automation Engineer,-
Trifacta,Customer Solution Architect,-
Legal One GmbH,(Junior) Product Owner (m/f),-
The Hut Group,Junior CRM Manager (m/f) - GLOSSYBOX,-
Rheingau Founders GmbH,Finance Entrepreneur in Residence,-
CrossEngage,VP Engineering (m/f),-
BigRep GmbH,Full Stack Developer (m/f),-
Bonaverde,Intern / Student IT development,-
Rheingau Founders GmbH,BackEnd Developer @demoup,-
LiveIntent,Software Engineer (JavaScript),-
For a partner of Dataconomy,Backend Engineer (f/m),-
VISI/ONE GmbH,Database Engineer m/f,-
Gameforce Global Ltd,Senior Big Data Architect - Mobile Gaming,-
scondoo GmbH,Entwickler und Analyst (m/w),-
Dalia Research GmbH,"Project Manager, Market Research",-
Zalando,Digital Data Analyst,78 Bewertungen
Databricks,Solutions Architect (EMEA),-
LiveIntent,Software Engineer (Scala),-
MODIFI GmbH,Frontend Engineer (React),-
Newsletter2Go,Backend Developer (m/f),-
FinCompare GmbH,BACKEND DEVELOPER (m/f),-
MODIFI GmbH,Business Development Intern,-
Quobyte Inc.,Working Student – System Administration (f/m),-
REDSOFA BERLIN GMBH,Product Owner,-
MODIFI GmbH,Vice President (VP) Finance,-
Zalando,Data Scientist - Personalized Marketing,78 Bewertungen
Market Logic Software,IT System Administrator,3 Bewertungen
Darwin Recruitment,Lead Data Scientist,-
Fluffy Fairy Games,Technical Game Designer (f/m),-
Relayr,IoT Solution Architect (m/f),-
Makersite,Customer Facing Engineer (GER),-
Amplexor,Business Developer - Language Services,-
Quobyte Inc.,Software Engineer (f/m),-
PAIR Finance GmbH,Python Developer (m/f),-
Darwin Recruitment,Senior Data Scientist,-
Tech Open Air,Junior Partnerships Manager,-
Morressier,iOS Engineer,-
Dalia Research GmbH,UX Lead,-
Looping Studios,Database Engineer for the Looping PowerRoom® in Berlin (f/m),-
Zalando,Product Manager - Data Science - Zalon,78 Bewertungen
Pivotal Software,Platform Architect - Alliances,-
"trommsdorff + drüner, innovation + marketing consu...",(Junior) Consult Digital Automotive Strategy (NEW: additional location Munich),-
Atfarm,Atfarm Head of Product (f/m),-
Marsh,Werkstudenten (m/w) - für den Bereich „Competition Economics“,-
bonify - Made by Forteil GmbH,Product Manager,-
Fyber,Product Manager (m/f),-
Merantix,Senior Software Engineer,-
Forteil GmbH,Product Manager,-
So1 GmbH,Software Development Engineer (m/f),-
Factory Berlin,Community Support Manager,-
"trommsdorff + drüner, innovation + marketing consu...",Digital Strategist,-
Clue,Senior Product Designer,-
Contiamo,Business Development Manager (m/f),-
OLX Group,Finance Business Analyst (f/m),-
Rakuten Deutschland GmbH,Salesforce Administrator (m/w/divers),-
OLX Group,"Business Intelligence Analyst (f/m), Global BI team",-
Trifacta,Customer Success Manager,-
"trommsdorff + drüner, innovation + marketing consu...",Developer Ruby on Rails,-
MODIFI GmbH,Vice President (VP) Legal & Compliance,-
BM12 Software as a Solution GmbH,Frontend Developer | Software Engineer (f/m),-
360dialog,Technical Solutions Consultant (m/f),-
Looping Studios,Frontend Developer for the Looping PowerRoom® in Berlin (f/m),-
Zalando,Data Engineer - Zalando Payments,78 Bewertungen
Zalando,Head of Data Science / Engineering – Digital Marketing,78 Bewertungen
Architrave,IT System Administrator (f/m),-
Yara Digital Farming - Digital Lab Berlin,Senior UI Designer (f/m),-
Liefery,Ruby on Rails Developer (m|f),10 Bewertungen
MBition GmbH,Lead Software Engineer - Navigation,-
MYCS GmbH,Marketing Automation Specialist (m/f),-
For a partner of Dataconomy,Mobile Frontend Engineer (f/m),-
Zalando,Senior Data Scientist - Data Insights Team - zLabels,78 Bewertungen
Simplaex,Product Manager (f/m),-
"trommsdorff + drüner, innovation + marketing consu...",(Senior) Innovation Consultant,-
Centrifuge,Software Engineer - Backend and Core Infrastructure,-
M2. technology & project consulting GmbH,Java Entwickler,-
Personality-it,DATA ANALYST (M/W),-
i2x,Product Manager (m/f),-
Docker,Technical Relationship Manager,-
Inceptua,IT Developer,-
M2. technology & project consulting GmbH,Werkstudent Business Intelligence (m/w),-
MODIFI GmbH,Sales Executive (juniors and seniors),-
The unbelievable Machine Company GmbH,Network Architect (m/w),-
The unbelievable Machine Company GmbH,Werkstudent Operations (m/w),-
Zalando,Senior Data Scientist - Pricing & Forecasting,78 Bewertungen
,Senior SQL Engine Developer,-
Dalia Research GmbH,"Head of Product, Global Access",-
i2x,Growth Hacker/Performance Marketer (m/f),-
Zalando,Senior Customer Data Analyst,78 Bewertungen
PAIR Finance GmbH,Ruby on Rails Developer (m/f),-
FundFlow GmbH,Senior Backend Engineer,-
SHERPANY,Senior iOS Engineer,-
Taxfix,Software Architect,-
Planet,"Sales Engineer, EMEA",-
Arivis,Business Development Manager Southern US Based,-
Arivis,Business Development Manager Northeastern US Based,-
Darwin Recruitment,Machine Learning Engineer,-
The Hut Group,Junior Online Marketing Manager - GLOSSYBOX,-
Arivis,"Sales Manager, BioMedion GmbH",-
LiveIntent,Senior Software Engineer (JavaScript),-
KNIME,Software Engineer - Java (Berlin),-
Zalando,Data Architect - Pricing & Forecasting,78 Bewertungen
Darwin Recruitment,Machine Learning Ingenieur,-
Infinitec Solutions GmbH,DevOps Engineer (f/m),-
Inceptua GmbH,IT Developer (m/f),-
BM12 Software as a Solution GmbH,Senior Software Engineer / Backend Engineer,-
Delivery Hero,Marketing Analyst / SEO (f/m),7 Bewertungen
Zalando,Senior Digital Data Analyst,78 Bewertungen
Zalando,Senior Research Engineer - Data Insights Team - zLabels,78 Bewertungen
trecker.com,Frontend Developer | Software Engineer (f/m),-
Darwin Recruitment,"Senior Data Engineer- Berlin- €60,000-€80,000 DOE",-
KNIME,Community Manager / Software Developer,-
Dalia Research GmbH,Technical Product Manager,-
Babbel,Product Manager - New Business Initiatives,-
The Hut Group,Junior Online Marketing Manager (m/f) - GLOSSYBOX,-
Dentolo Deutschland GmbH,QA Working Student (m/f/*),-
Atfarm,Atfarm Senior Backend Engineer (f/m) Freelance,-
Babbel,Product Manager - Mobile (f/m/d),-
The unbelievable Machine Company GmbH,Information Security Manager (m/w),-
Contiamo,(Senior) Frontend Developer (m/f),-
Twenty Billion Neurons,Senior A.I. Engineer (m/f),-
MVP Factory,Product Manager - In-house,-
The unbelievable Machine Company GmbH,Junior IT Projektmanager (m/w),-
Comgy GmbH / Messhelden,Senior Backend Developer (m/w),-
Zalando,Assurance Analyst,78 Bewertungen
The unbelievable Machine Company GmbH,IT Projektmanager (m/w),-
Swarm64,Senior Full Stack Software Engineer (m/f),-
Scout24,Engineering Manager - Platform Engineering,-
Fluffy Fairy Games,Junior Performance Marketing Manager (f/m),-
MBition GmbH,Head of Cloud Software (m/f),-
Zalando,(Senior) Data Analyst Pricing Analytics,78 Bewertungen
Mirantis,Senior Cloud Architect,-
Meelogic Consulting AG,IT Infrastructure Engineer / IT Administrator (m/f),-
Outfittery GmbH,Delivery Manager (m/f),-
Integral Ad,"Marketing Manager, DE",-
Rheingau Founders GmbH,"Software Developer, Team Lead - (f/m) @realxdata",-
BAIN & COMPANY,"SOFTWARE ENGINEERING TEAM LEAD (M/F), DEVELOPMENT LAB",96 Bewertungen
Clarehill Associates,OPC Systems & Controls Integration Engineer – EU,-
Twenty Billion Neurons,Senior Software Engineer (m/f),-
MBR Targeting GmbH,Software Engineer (Java) (f/m),-
Zalando,Senior Data Engineer - zLabels,78 Bewertungen
Darwin Recruitment,Senior Datenwissenschaftler,-
Atfarm,Atfarm Frontend Engineering Team Lead (f/m),-
360dialog,Senior DevOps (m/f),-
Atfarm,Atfarm Senior Frontend Engineer (f/m),-
Zalando,Dedicated Owner - Fashion Recommendation,78 Bewertungen
Atfarm,Atfarm Senior Backend Engineer (f/m),-
Rheingau Founders Portfolio,"Software Developer, Team Lead - (f/m) @realxdata",-
Atfarm,Atfarm Senior UX Designer (f/m),-
Zalando,Research Engineer - Sizing,78 Bewertungen
trecker.com,Senior Software Engineer / Backend Engineer,-
Zalando,NetSuite Administrator - zLabels,78 Bewertungen
Yara Digital Farming - Digital Lab Berlin,Senior UX Designer (f/m),-
Atfarm,Atfarm Backend Engineering Team Lead (f/m),-
Dalia Research GmbH,Senior Content Marketing Manager,-
Zalando,Head of Commercial Planning & Strategy,78 Bewertungen
AdClear GmbH,Software Developer (f/m) Java,-
Integral Ad,Senior Sales Manager - Publishers & Platforms,-
eGym GmbH,Senior DevOps Engineer - BER (m/f),-
Scout24,Technical Lead - Platform Engineering (m/f),-
360dialog,Technical Product Manager (m/f),-
The unbelievable Machine Company GmbH,Werkstudent Information Security Management (m/w),-
Zalando,Lead Customer Intelligence Lounge,78 Bewertungen
VISI/ONE GmbH,Senior Product Manager m/f,-
A&O HOTELS and HOSTELS Holding AG,CRM Manager for Salesforce (m/f),-
Delivery Hero,Senior Global Payments Manager (f/m),-
FinCompare,Backend Developer (Senior) (m/f),-
The unbelievable Machine Company GmbH,Senior System Engineer (m/w) am Standort Berlin,-
Contorion,Senior Pricing Manager (m/w) in Berlin,-
Dalia Research GmbH,"Senior Product Manager, Global Access",-
Babbel,Product Manager - Marketing Technology,-
Zalando,Lead Engineer for Markets,-
Clarehill Associates,MES project manager - Germany,-
Yara International,Solution Manager (m/f/d),-
The unbelievable Machine Company GmbH,(Senior) Fullstack Developer - Frontend (m/w),-
Zalando,Lead Assurance,78 Bewertungen
Elinvar GmbH,Senior Java Engineer (m/f),-
Zalando,Head of Fulfillment Availability and Seller Steering (m/f),78 Bewertungen
Zalando,Engineering Lead - Distributed Commerce,78 Bewertungen
Ve Global,Senior Product Manager - Advertising,-
Zalando,Process Automation Engineer,78 Bewertungen
Zalando,Intern - Ad Operations,78 Bewertungen
Zalando,Research Engineer - New Search Paradigms,78 Bewertungen
Zalando,Head of Engineering – Transaction Handling,78 Bewertungen
Scout24,Senior Site Reliability Engineering - Observability Platform (m/f),-
Zalando,Engineering Lead - Price Recommendations,78 Bewertungen
CA Customer Alliance GmbH,(Senior) Product Manager/ Product Owner w/m,-
Zalando,PRODUCT ANALYST – SEARCH & PERSONALIZATION,78 Bewertungen
Zalando,Lead Engineer - Fulfillment Core (Berlin),78 Bewertungen
Zalando,Engineering Lead - Machine Learning - Pricing & Forecasting,78 Bewertungen
Darwin Recruitment,Cloud Architect,-
Zalando,Internship Sales - Self-Service Platform,78 Bewertungen
Zalando,Senior NetSuite Developer- zLabels,78 Bewertungen
Zalando,Lead Offline Fulfillment Technology (m/f),78 Bewertungen
Zalando,Senior Research Engineer - Logistics Algorithms,78 Bewertungen
Zalando,Lead Security,78 Bewertungen
Zalando,Frontend Developer - Java Script,78 Bewertungen
Zalando,Senior Security Specialist,78 Bewertungen
Zalando,Senior Artificial Intelligence Architect,78 Bewertungen
Zalando,Scala Backend Engineer - Pricing & Forecasting,78 Bewertungen
Zalando,Backend Software Developer,78 Bewertungen
Zalando,Logistics Platform Backend Engineer,78 Bewertungen
Zalando,Product Manager Logistics Algorithms,78 Bewertungen
Zalando,Product Owner / Head of Product Inventory Management,78 Bewertungen
Zalando,Software Engineer - Java,78 Bewertungen
