company,job,number_of_evaluations
Glassdoor,"Manager, Data Science - Consumer",23 reviews
Macy's,"Engineering Manager, Machine Learning (macys.com)","25,219 reviews"
Kaiser Permanente,Senior Data Analyst,"7,510 reviews"
DFS Group,Client Services Specialist,19 reviews
Google,"Business Development Operations Analyst, Waze","2,391 reviews"
Workday,Product Designer - Analytics and Data Tools,47 reviews
ThirdLove,Copywriter,16 reviews
Genentech,"PHC Data Scientist - RWD, Oncology",659 reviews
SAP,Hipmunk - Fullstack Developer,"1,598 reviews"
"Williams-Sonoma, Inc.","Assistant Buyer, Nursery & Accessories - Pottery Barn Kids","1,538 reviews"
"Rodan and Fields, LLC","Associate Manager, Programs and Incentives",130 reviews
Opendoor,City Operations & Strategy,11 reviews
Plenty,Data Design Engineer,7 reviews
Informatica,"Senior Director, Product Management, Big Data",122 reviews
"Anaplan, Inc.",Customer Experience (CX) Associate,-
"Williams-Sonoma, Inc.",Benefits Analyst,"1,538 reviews"
N3TWORK,"Marketing & Data Analyst, User Acquisition",-
Pearson,"Sr. Data Analyst, Global Product Analytics","1,563 reviews"
Google,Technical Program Manager Intern,"2,391 reviews"
Cruise Automation,Staff Backend Engineer - Data,17 reviews
SimilarWeb,Strategic Consultant,2 reviews
Walmart eCommerce,Private Brand Specialist,"143,132 reviews"
Goldman Sachs,CCBD Technology - Data Engineer,"1,116 reviews"
Uber,Global Process Excellence Leader,479 reviews
Sumeru Solutions,Database Admin/DBA,2 reviews
Adobe,Customer Success Manager,439 reviews
Zipcar,Data Engineer,44 reviews
Reflektive,Customer Support Specialist,-
CSAA Insurance Group,Innovation Data Analyst / Scientist,162 reviews
Allstate,Data Science Manager,"5,227 reviews"
"Williams-Sonoma, Inc.",Digital Analyst - West Elm,"1,538 reviews"
Brightidea,Machine Learning,2 reviews
Gap Inc. Corporate,Director - Customer Data & Growth Analytics,"2,267 reviews"
IDEO,"Graphic Designer, Education Studio",11 reviews
Castle Global,People Operations Associate,-
New Relic,"Senior Data Analyst, Global Alliances & Channels",17 reviews
Twitter,"Analyst, Exchange Analytics, MoPub",55 reviews
Great American Insurance Group,Premium Audit Examiner,57 reviews
Adobe,Site Security Manager,439 reviews
Acumen LLC,Data and Policy Analyst - Statistical Programmer,12 reviews
CBS Interactive,Senior Video Data Engineer (VDE),41 reviews
"Williams-Sonoma, Inc.",Temporary Assistant Email Designer - Pottery Barn Kids,"1,538 reviews"
Lawrence Berkeley National Laboratory,Data Science Postdoctoral Scholar,120 reviews
Google,Head of Staffing Communications,"2,391 reviews"
"Williams-Sonoma, Inc.","Associate PR Manager, Williams Sonoma","1,538 reviews"
Visa,"Director, Data Products",591 reviews
Google,"Pricing Analyst, Google Cloud","2,391 reviews"
Glu Mobile,Lead Data Analyst,14 reviews
Cruise Automation,Staff Full Stack Engineer - Data,17 reviews
Google,Google Cloud Metrics Program Manager,"2,391 reviews"
Galvanize,Evangelist,14 reviews
Atlassian,"Head of Program Management, People Team",11 reviews
Macy's,"Lead Engineer, Machine Learning (macys.com)","25,219 reviews"
Funding Circle US,"Senior Data Scientist, Customer Analytics",-
Microsoft,SENIOR DATA SCIENTIST,"4,485 reviews"
Clarity Insights,"Data Engineer - Principal (Big Data Architect) - San Francisco, CA",7 reviews
"Williams-Sonoma, Inc.",Design Studio Specialist - Pottery Barn Teen,"1,538 reviews"
Blurb,Customer Support Representative (Multilingual),4 reviews
Databricks,Director of Engineering - Data Team,-
Morrison & Foerster,Senior Manager Data Center Operations,19 reviews
Clarity Insights,Big Data Solution Architect - High Tech - Senior Principal (SFO),7 reviews
App Academy,Partnerships Associate (SF),5 reviews
Kaiser Permanente,"Senior Data Analyst, Marketing","7,510 reviews"
"Williams-Sonoma, Inc.",Media Operations Manager,"1,538 reviews"
Apple,"Siri - Senior Search Engineer, International","5,529 reviews"
Kaiser Permanente,"Sr Consulting Data Analyst - (Part-time) SAS, Epidemiology, Bio-statistics","7,510 reviews"
JUUL Labs,Compliance Specialist,2 reviews
Kelvin,Accountant/Bookkeeper,5 reviews
eBay Inc.,Sr. Data Scientist,"1,395 reviews"
Marqeta,Data Engineer,2 reviews
Sephora,"VP, Digital Product","2,705 reviews"
Kaiser Permanente,Health Data Analyst IV Decision Support,"7,510 reviews"
Affirm,Operations Specialist (Back Office),3 reviews
Hartford Steam Boiler,"Investment Associate, Munich Re / HSB Ventures",27 reviews
Clarity Insights,"Data Engineer - Consultant (San Francisco, CA)",7 reviews
Twitter,Machine Learning Engineer,55 reviews
JUUL Labs,CS Success Specialist I,2 reviews
Software Placement Group,Account Executive in San Francisco | #1271,-
Healthline Media,Sr. Data Engineer,22 reviews
Amazon.com,Principal AWS Solutions Architect,"24,699 reviews"
Salesforce,"VP, Security Assurance",363 reviews
Lawrence Berkeley National Laboratory,Computer Systems/Data Engineer,120 reviews
TransFair USA,Director of Data Science,-
"Williams-Sonoma, Inc.",VP Strategy and Business Development,"1,538 reviews"
Twitter,Quantitative Research Manager,55 reviews
C3 IoT,Data Integration Engineer (RWC),-
Oracle,Principal Data Scientist,"3,952 reviews"
New Relic,Solution Consultant,17 reviews
YapStone,Data Scientist,29 reviews
Slack,Senior Data Engineer,6 reviews
Levi Strauss & Co.,"Director, IT Data Engineering and Analytics","1,778 reviews"
Upstart,Data Scientist - Statistical Modeling Specialist,5 reviews
Bio-Rad,Marketing Data Analyst II,251 reviews
Oracle,"Data Scientist - AI, Machine Learning and Predictive Modelling","3,952 reviews"
TokBox,Senior Big Data Engineer,-
University of California Berkeley,Lecturer - Data Science - School of Information,239 reviews
Hall Capital Partners,"Analyst, Investment Research Group",-
Moody's Analytics,Intern,256 reviews
First Republic Bank,Contingent: Data Analyst,119 reviews
Upwork,PR Specialist,702 reviews
Glassdoor,"Lead Data Scientist, Machine Learning",23 reviews
Callisto Media,Chief of Staff,3 reviews
Walmart eCommerce,Content Strategist,"143,132 reviews"
Collective Health,"Operations, Senior Data Analyst",7 reviews
Imperfect Produce,Produce Procurement Associate,5 reviews
Amazon.com,"Sr. Manager, Solutions Architecture","24,699 reviews"
Amazon.com,Senior AWS Solutions Architect,"24,699 reviews"
New Relic,Graphic Designer,17 reviews
Rocket Lawyer,"Director, Data Engineering",-
Fremont Bank,Digital Services Data Analyst,93 reviews
"Williams-Sonoma, Inc.",Senior Data Operations Engineer,"1,538 reviews"
Shutterfly,Data Engineer- Contractor,346 reviews
Twitter,"Partner Engineer II, Data and Enterprise Solutions",55 reviews
Progress,Solutions Sales Engineer- Big Data & Analytics,60 reviews
Microsoft,"Senior Data Scientist, Analytics","4,485 reviews"
Uber,Data Science Manager - Search and Places,479 reviews
Cruise Automation,Senior Data Scientist,17 reviews
Opendoor,Lead Operations Associate,11 reviews
The Climate Corporation,Data Engineering Manager,11 reviews
Rally Health,Senior Software Engineer (Big Data),8 reviews
Matterport,"Content & Partner Marketer, AEC, Contract to Hire",3 reviews
Google,"Product Analytics Lead, Data Science","2,391 reviews"
City & County of San Francisco,Planner V (Housing and Community Stabilization),36 reviews
Doximity,"Data Engineer, Product Integration",2 reviews
Looker,"Pre-Sales Solutions Consultant, Data Analytics - SF",2 reviews
Google,"Sales Engineer, AdTech, Google Cloud","2,391 reviews"
"Williams-Sonoma, Inc.",Digital Web Production Coordinator - Pottery Barn Teen,"1,538 reviews"
"Williams-Sonoma, Inc.","Associate Buyer, Windows - Pottery Barn","1,538 reviews"
Dropbox,Senior Data Engineer - Integrations,21 reviews
BlackRock,Data Platform Engineer (Apache Spark / Apache Storm / Tensor Flow / Docker / Kubernetes / Kafka),311 reviews
University of California San Francisco Medical Cen...,Pediatric Heart Center Data & Quality RN Analyst,276 reviews
Tesorio,Lead Data Scientist,-
Uber,E-Discovery Analyst,479 reviews
StreamSets Inc.,Technical Writer,-
"Williams-Sonoma, Inc.","Designer, Textiles - PBteen","1,538 reviews"
Collective Health,Data Science Engineer,7 reviews
App Academy,Partnerships Associate (NY),5 reviews
Sephora,Lead Data Analytics Engineer,"2,705 reviews"
Charles Schwab,Sr Data Scientist,867 reviews
Sprint,District Trainer - San Francisco/Palo Alto,"8,699 reviews"
Gap Inc. Corporate,Data Scientist - Product Operations and Advanced Analytics,"2,267 reviews"
Visa,Product Analyst,591 reviews
Ultimate Software,"DIRECTOR, DATA STRATEGY AND PRODUCT",182 reviews
"Williams-Sonoma, Inc.","Assistant Manager, Signage - Pottery Barn","1,538 reviews"
Alameda Health Consortium/Community Health Center...,Senior Data Analyst,-
Feedzai,Manager of Data Science,-
"Williams-Sonoma, Inc.","Manager, Paid Social Strategy and Media Buying","1,538 reviews"
Digital Realty,Energy and Sustainability Analyst,84 reviews
Delta Dental,"Manager, Marketing Data & Analytics",535 reviews
Genentech,Statistical Programmer Analyst,659 reviews
"Williams-Sonoma, Inc.",Associate Buyer - Home Office Furniture - Pottery Barn,"1,538 reviews"
App Academy,Career Coach (SF),5 reviews
WeWork Global Technology,Senior Data Engineer,-
Credit Karma,Senior Data Engineer,6 reviews
Amazon.com,Sr. AI Solutions Architect,"24,699 reviews"
VSCO,Senior Data Analyst,-
Gladstone Institutes,Content Strategist and Developer,8 reviews
Oracle,Billing Operations Analyst - Oracle Data Cloud (MOAT),"3,952 reviews"
BOLD,Sr. Data Scientist,5 reviews
Callisto Media,Editor,3 reviews
Square,"Growth Manager, Square Payroll",51 reviews
Yodlee,"Director, Data Analytics Operations",59 reviews
"Williams-Sonoma, Inc.","Sourcing Manager - Decorative Accessories, Pottery Barn","1,538 reviews"
Rally Health,"Principal Data Engineer, BI",8 reviews
Google,People Operations Executive and Team Communications Manager,"2,391 reviews"
VF Corporation,JanSport: Lifestyle Merchandiser,627 reviews
TripAdvisor,Social Media Manager,61 reviews
Visa,"AI and Innovation Scientists, Visa Predictive Models",591 reviews
"Pandora Media, Inc.",Programmer Analyst,31 reviews
Eventbrite,Senior Data Analyst,7 reviews
Upgrade,PostgreSQL Database Administrator,4 reviews
Electronic Arts,AI Scientist,385 reviews
Johnson & Johnson Family of Companies,"Strategy and Business Operations Lead, Health Tech Strategy","3,228 reviews"
ThoughtWorks,Lead Data Engineer,59 reviews
Vizio Inc.,"Director, Data Science",-
Infoscout,Content Marketing Analyst,-
JUUL Labs,"Strategic Finance Associate, Growth Initiatives",2 reviews
Google,"Program Manager, Security and Compliance, Google Payments","2,391 reviews"
"Williams-Sonoma, Inc.",Machine Learning Engineer I,"1,538 reviews"
Imperfect Produce,VP of People,5 reviews
Google,"Data Scientist Technical Lead, Engineering","2,391 reviews"
ThirdLove,Data Science Engineer,16 reviews
AllianceData,Account Representative,898 reviews
New Relic,"Customer Success Representative, Renewals - San Francisco",17 reviews
Kaiser Permanente,"Senior Consulting Data Analyst - SAS, Epidemiology, Bio-statistics","7,510 reviews"
Ipsos North America,Connect - Director,321 reviews
Jobspring Partners,Data Scientist,26 reviews
Galvanize,"Data Engineering, Enterprise Instructor",14 reviews
Conversant Media,Account Coordinator- Digital,19 reviews
"Rodan and Fields, LLC",Graphic Designer,130 reviews
Managed by Q,Handyperson (SF),11 reviews
Uber,CRM Copywriter II,479 reviews
Accenture,Data Science Marketing Consultant,"13,886 reviews"
Adobe,"SMB Manager, Americas",439 reviews
Conversant Media,Associate Account Manager,19 reviews
Directly Software,"Program Manager, Expert Operations",-
Figure,Senior Data Scientist,4 reviews
Westfield Corporation,"Senior Director, Data Science",33 reviews
"Burr, Pilger and Mayer LLP",Email Marketing Associate,9 reviews
LendingClub,Electronic Discovery Analyst,57 reviews
ThirdLove,Bra Designer,16 reviews
EY,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)","5,232 reviews"
Lawrence Berkeley National Laboratory,Biomedical Data Science Postdoctoral Scholar,120 reviews
Electronic Arts,Artificial Intelligence Scientist,385 reviews
Ask Media Group,Machine Learning Engineer,-
"GfK, User Experience",UX Specialist,-
JUUL Labs,Internal Auditor,2 reviews
Oath Inc,Platform Analyst (SF or NYC),5 reviews
Illumina,Staff Scientist,132 reviews
Sapling,Senior Data Engineer,-
WeWork,"Senior Data Analyst, Marketing Data & Intelligence",59 reviews
Vizio Inc.,Senior Data Scientist,-
PagerDuty,Senior Data Scientist,-
JUUL Labs,Clinical Data Manager,2 reviews
Visa,"Director, Data Platform",591 reviews
Splunk,Senior Data Scientist,27 reviews
Twitter,Director,55 reviews
"Williams-Sonoma, Inc.","Assistant Buyer, Table Top Linens - Williams Sonoma","1,538 reviews"
Pacific Gas And Electric Company,"Data Scientist, Career, Strategic Data Science Team, Strategy & Analytics Division",541 reviews
Nielsen,"Tech Lead, Big Data Systems","1,866 reviews"
SharesPost Financial Corporation,Junior Accountant,-
Omada Health,Senior Data Engineer,5 reviews
"Williams-Sonoma, Inc.",Recruiter - Pottery Barn Brands,"1,538 reviews"
Highgate Hotels,Door Attendant,70 reviews
Change.org,Senior Data Scientist,2 reviews
Twitch,Finance Manager,31 reviews
"Williams-Sonoma, Inc.","Assistant Planner, Outdoor & Lighting - Pottery Barn","1,538 reviews"
"Williams-Sonoma, Inc.",Assistant Digital Designer,"1,538 reviews"
"Open Systems Technologies, Inc.",Big Data Developer,33 reviews
Electronic Arts,Principal Data Scientist,385 reviews
"Williams-Sonoma, Inc.","Designer, Product Development","1,538 reviews"
Scoot Networks,Business Development Analyst,-
Wells Fargo,Quantitative Analytics Cons 2,"27,026 reviews"
Splunk,Head of Diversity & Inclusion,27 reviews
Capital One,"Senior Associate, Data Science","6,097 reviews"
Tempo Automation,QA/QC Inspector,-
Electronic Arts,Machine Learning Scientist (University Grad),385 reviews
LendingClub,Sr Data Engineer,57 reviews
Autodesk,Digital Communications Manager,307 reviews
"Zendrive, Inc.",Senior Data Scientist,-
"Williams-Sonoma, Inc.","Manager, Visual Merchandising - Williams Sonoma Home","1,538 reviews"
Uber,"Paralegal, Employment",479 reviews
"Williams-Sonoma, Inc.","Assistant Control Buyer, Lighting/Wall/Toys - Pottery Barn Kids","1,538 reviews"
First Republic Bank,Contingent: Data Analyst – Deposit Management,119 reviews
Visa,Business Optimization Analyst,591 reviews
Imperva,Accounts Receivable Associate,11 reviews
Square,Senior Compliance Data Analyst,51 reviews
"Williams-Sonoma, Inc.",Associate Site Manager - Williams Sonoma,"1,538 reviews"
Unilever,Associate eCommerce Business Manager,"5,128 reviews"
SAP,Strategy Analyst - SAP.iO,"1,598 reviews"
Proofpoint,Senior Solutions Engineer (Data),28 reviews
Woodruff-Sawyer & Co.,Account Representative - Employee Benefits,4 reviews
GoDaddy,Operations Program Manager,330 reviews
Zipcar,Fleet Coordinator,44 reviews
Wells Fargo,Data Solutions Designer (App Sys Eng 6),"27,026 reviews"
"GfK, User Experience","VP, Consulting",-
Linqia,VP of Product,-
California State University,Data Specialist - Administrative Analyst/Specialist Exempt II (T (5271),798 reviews
Splunk,Senior Data Engineer,27 reviews
Nevro Corporation,"Vice President, IT",6 reviews
Uber,"Legal Assistant, Employment",479 reviews
Eventbrite,Senior Researcher,7 reviews
PLAYSTUDIOS Inc,Database Engineer,-
New Relic,Global Safety and Security Specialist,17 reviews
Google,"Sales Engineer, Machine Learning, Google Cloud","2,391 reviews"
Google,"Sales Engineer, Google Cloud","2,391 reviews"
Fair Trade USA,Director of Data Science,3 reviews
Hotwire,"Senior Director, Analytics & Strategy (Hotwire - San Francisco)",23 reviews
ThoughtWorks,Senior Data Engineer,59 reviews
Google,Infrastructure Cloud Consultant,"2,391 reviews"
Genentech,Principal PHC Data Scientist - Omics,659 reviews
insitro.com,Scientist (Biology),-
Plato HQ,Customer Success Specialist,-
Scorp,Backend Developer,3 reviews
Wells Fargo,Data Operational Risk Consultant 5,"27,026 reviews"
Levi Strauss & Co.,HR Program Manager,"1,778 reviews"
Olympus,Microscopy Sales Representative II,215 reviews
Rally Health,Senior Clinical Data Analyst,8 reviews
Dominion Voting Systems,Sales Data Analyst,-
OpenTable,Principal Data Analytics Engineer,33 reviews
Frontapp,Content Marketing Lead,-
Aspire Public Schools,Operations Manager,55 reviews
Workbridge Associates,Senior Big Data Engineer,40 reviews
Upstart,Data Security Engineer,5 reviews
Plum Lending,Senior Data Engineer,-
Bio-Rad,Master Data Analyst TEMP ( Customer Master COE),251 reviews
Affirm,Director - Data Infrastructure Engineering,3 reviews
Allstate,Senior Data Scientist,"5,227 reviews"
Threadloom,Lead Data Scientist,-
Affirm,Operations Specialist (Middle Office),3 reviews
"Williams-Sonoma, Inc.",Chief Information Security Officer,"1,538 reviews"
LendingClub,Sr Data Scientist,57 reviews
Cisco,Customer Success Manager,"3,890 reviews"
"Williams-Sonoma, Inc.",Digital Marketing Planner- Pottery Barn,"1,538 reviews"
JUUL Labs,Clinical Operations Associate,2 reviews
Teradata,Associate Account Executive - Wells Fargo,129 reviews
FuelX,Senior Data Scientist,-
Fleishman-Hillard,Vice President,106 reviews
Counsyl,Data Scientist III,2 reviews
Gilead Sciences,Sr. Data Scientist,237 reviews
LimeBike,Senior Growth Data Analyst,6 reviews
App Academy,Technical Career Coach (SF),5 reviews
Oracle,Product Marketing Data Operations and Reporting Analyst,"3,952 reviews"
JUUL Labs,Financial Systems Analyst,2 reviews
Samsung NEXT,Ops & Strategy Associate,-
etouch,Need Bigdata Engineers in San Francisco or New York,5 reviews
Womply,CFO,17 reviews
Intrexon Corporation.,(Senior) Data Scientist,-
Hero Digital,Executive Creative Director,-
Callisto Media,Office Administrator,3 reviews
WSP,Data Analyst- Asset Management Technology Advisory,182 reviews
Shippo,Senior Data Engineer,-
"Williams-Sonoma, Inc.",Email Designer - Pottery Barn Kids,"1,538 reviews"
SAP.iO,Strategy Analyst,-
Google,"Policy Specialist, Developer and Enterprise Products, Global Product Policy","2,391 reviews"
IXL Learning,Proposals Coordinator,3 reviews
Walmart eCommerce,"Associate Analyst, Operations","143,132 reviews"
"Williams-Sonoma, Inc.",Industrial Designer - Williams Sonoma,"1,538 reviews"
Uber,"Global Leader, Content Strategy and Operations",479 reviews
Credit Karma,Business Intelligence Analyst,6 reviews
Guardant Health,Senior Data Integration Engineer,7 reviews
Change Healthcare,"Data Architect, IT/Business Systems",379 reviews
"Williams-Sonoma, Inc.",Sr. Analyst Display Operations,"1,538 reviews"
Walmart eCommerce,"Administrative Assistant, Walmart Media Group","143,132 reviews"
"Williams-Sonoma, Inc.","Manager, email Marketing - Williams-Sonoma","1,538 reviews"
Levi Strauss & Co.,Sr. Data Engineer; IT eCommerce,"1,778 reviews"
S.C. International,Data Scientist,-
Talend,IT Data Warehouse Engineer,6 reviews
"Burr, Pilger and Mayer LLP",Tax Associate (Fall 2018),9 reviews
Dolby,Technology Supply Chain Analyst,65 reviews
Epsilon,Account Representative,234 reviews
Oracle,Data Security Cloud Service Architect,"3,952 reviews"
Managed By Q,Supervisor,11 reviews
Feedzai,Director of Data Science,-
Eaze,UX Copywriter,5 reviews
Goldman Sachs,CCBD Technology - Marcus Scrum Master,"1,116 reviews"
Crystal Dynamics,Gameplay Animator,6 reviews
Teradata,"Manager, GTM Outcomes",129 reviews
eBay Inc.,Revenue Modeling & Data Science Lead,"1,395 reviews"
Moody's Analytics,Assistant Director – Research Associate,256 reviews
New Relic,Executive Assistant,17 reviews
Verizon,Data Science Engineer,"19,301 reviews"
JUUL Labs,UX Researcher,2 reviews
Kinsa Inc.,Senior Data Engineer,-
Amazon.com,"Solutions Architecture Manager, Strategic Accounts Specialist Team","24,699 reviews"
Zendesk,Chief Customer Officer,23 reviews
Walmart eCommerce,Creative Director - Home,"143,132 reviews"
Meteor Development Group,Product Designer,-
Wipro LTD,Tech Lead Enterprise Data Integration,"10,978 reviews"
Cognizant,Sr MDM Tester,"9,959 reviews"
Cisco,"Senior Manager, Data & Analytics","3,890 reviews"
Kaiser Permanente,Sr Consulting Data Analyst,"7,510 reviews"
Uber,Engineering Learning Manager,479 reviews
Wells Fargo,Data Scientist / Analytic Consultant 4,"27,026 reviews"
FICO,Analytic Scientist,114 reviews
Minted,Staff Accountant,27 reviews
"Williams-Sonoma, Inc.","Assistant Buyer, Lighting - Pottery Barn","1,538 reviews"
Fastly,Senior Data Scientist - Capacity Planning,4 reviews
Federal Reserve Bank of San Francisco,Sr./Data Privacy Analyst,32 reviews
Epsilon,Account Coordinator- Digital,234 reviews
AllianceData,Account Coordinator- Digital,898 reviews
ZapLabs LLC,"Director, Data Engineering",-
Womply San Francisco,CFO,-
Counsyl,"Computational Biologist, Data Science Research",2 reviews
Twitch,Technical Program Manager,31 reviews
Slack,Business Intelligence Architect,6 reviews
JUUL Labs,Social Media Strategist,2 reviews
Plaid,Growth Marketing,2 reviews
LendingTree,"Analyst, Business Analytics",49 reviews
Kaplan,Part-time instructor of Statistics for Data Science and Machine Learning,"1,331 reviews"
Callisto Media,"Marketing Coordinator, Intern (three month role)",3 reviews
Woodruff-Sawyer & Co.,Practice Coordinator - Employee Benefits,4 reviews
"Williams-Sonoma, Inc.",Assistant Manager Site Operations - Williams Sonoma,"1,538 reviews"
Macy's,"Director of Engineering, eCommerce, Customer Management (macys.com)","25,219 reviews"
FinancialForce.com,Senior Sales Operations Analyst,2 reviews
Zillow Group,Recruiting Manager,64 reviews
The Climate Corporation,Deep Learning Scientist - Yield Analytics,11 reviews
Alation Inc.,Technical Support Intern,-
Lyric,Controller,-
ClearScale LLC,Sales Representative,-
Toaster,Senior Creative Strategist,-
Informatica,"Senior Software Engineer, Core Technology Group (Big Data and Cloud)",122 reviews
Equinix,Data Center - Competitive Analysis Senior Manager,135 reviews
Twitter,Machine Learning Infrastructure Engineer,55 reviews
JustAnswer,VP of Marketplace,6 reviews
"Williams-Sonoma, Inc.","Field HR Manager, Williams Sonoma Brand","1,538 reviews"
Casper,Cost Engineer,32 reviews
Twitter,"Mgr, Platform Operations",55 reviews
Allstate,Data Science Manager--Claims Casualty,"5,227 reviews"
Visa,Data Warehouse Architect/Technical Program Manager,591 reviews
Dignity Health,Manager of Compensation,934 reviews
Informatica,"Senior Fullstack Software Engineer, Core Technology Group (Big Data and Cloud)",122 reviews
Zendesk,Web Analyst,23 reviews
Gilead Sciences,"Associate Director, Enterprise Data Management",237 reviews
DocuSign,"Director, Product Data Science",28 reviews
Google,Privacy Counsel,"2,391 reviews"
Visa,"Credit Risk Modeling, Visa Predictive Models",591 reviews
Eaze,Growth Engineer,5 reviews
Equinix,Intern: Equinix Impact,135 reviews
Olympus,Confocal Imaging Sales Representative II,215 reviews
Sutter Health,Sr. Data Analyst (Emeryville) (FT),642 reviews
Lastline,Malware Reverse Engineer,2 reviews
PitchBook,"Account Manager, MM",-
JUUL Labs,Clinical Database Programmer,2 reviews
ProtonMail,Anti-Spam Anti-Abuse Engineer,-
Hotwire,Sr. E-mail Marketing Manager (Hotwire - Seattle),23 reviews
FuelX,Senior Data Engineer,-
RiskIQ,Sales Operations Deal Desk Analyst,4 reviews
Zendesk,Customer Success Content Strategist,23 reviews
Kaiser Permanente,Data Science Consultant National Health Plan and Hospital Quality,"7,510 reviews"
Joyent,Customer Support Engineer,2 reviews
Benefit Cosmetics,"Director, Analytics & Insights",273 reviews
Credit Karma,"Senior Data Scientist, Engineering",6 reviews
Google,"Customer Solutions Engineer, Google Technical Professional Services","2,391 reviews"
Citi,"Head of Design, Ventures Studio","13,834 reviews"
Adobe,"Software Architect, Data Systems",439 reviews
Etsy,"Natural Language Processing Engineer, Linguistic Tools - San Francisco",30 reviews
Fastly,Recruiter,4 reviews
Salesforce,Alliances Manager - MuleSoft,363 reviews
LendingClub,Principal Database Administrator,57 reviews
Solium Capital,"Customer Success Representative, Private Company Compensation Services",24 reviews
Clover Health,Product Designer,15 reviews
Nextgen Technologies,Product Analyst,16 reviews
Sapling,Recruiter,-
Kaiser Permanente,"Sr Consulting Data Analyst - SQL, Clarity","7,510 reviews"
GBGroup,Senior Data Engineer,-
"Williams-Sonoma, Inc.",Manager CRM & Digital - PB Kids,"1,538 reviews"
Samsung NEXT,Recruiting Coordinator,-
DocuSign,Business Process Manager,28 reviews
Credit Suisse,Credit Suisse Labs Member of the Technical Staff,"1,164 reviews"
Kaiser Permanente,Sr Consulting Data Analyst - SQL,"7,510 reviews"
Celtra Inc.,Senior Data Engineer,-
Macy's,"Senior Manager, Engineering Machine Learning (macys.com)","25,219 reviews"
Studio Entertainment,Full Stack Python Developer,45 reviews
BigCommerce,Senior Data Engineer,27 reviews
Macy's,"Senior Analyst, Marketing and Business Analytics","25,219 reviews"
Google,"Technical Program Manager, Continuous Execution Improvement","2,391 reviews"
Prosper,Credit Risk Analyst,28 reviews
Fandom,Android Developer,2 reviews
AppDynamics,Sr Data Engineer,14 reviews
Concur,Senior Data Engineer,133 reviews
Wish,Business Intelligence Engineer,14 reviews
Cox Automotive,Principal Data Modeling Engineer,258 reviews
New Relic,Desktop Support Technician,17 reviews
Esurance,Business Intelligence Engineer,281 reviews
"Williams-Sonoma, Inc.",Manager CRM & Digital - PB Teen,"1,538 reviews"
Google,"Developer Programs Engineer, Machine Learning","2,391 reviews"
Amazon.com,Sr. Technical Account Manager,"24,699 reviews"
Visa,"Lead Tableau Developer, Analytics & Data Products",591 reviews
Moody's Analytics,Data and Service Engineer - Enterprise Risk Solutions,256 reviews
Charles Schwab,Senior Visual Designer,867 reviews
ThirdLove,Head of Acquisition,16 reviews
QuinStreet,Email Marketing Campaign Associate,32 reviews
Scion Staffing,Data Analyst (Market Research w/MSIS or MLIS),3 reviews
Abbott Laboratories,Corporate Sales Executive - Strategic Accounts,"3,011 reviews"
Visa,"Manager, Learning and Development",591 reviews
Fandom,iOS Developer,2 reviews
Credit Karma,Machine Learning Engineer,6 reviews
Walmart eCommerce,"Associate Manager, Operations","143,132 reviews"
Equinix,Intern: End User Technology,135 reviews
Dolby,Recruiting Operations Program Manager,65 reviews
JUUL Labs,"Supply Chain Coordinator, Sourcing Ops",2 reviews
JLL,Senior Data Engineer,"1,733 reviews"
Endless Computers,People Operations Manager,-
Visa,"Business Intelligence Lead, User Outreach",591 reviews
Amazon.com,Enterprise Solutions Architect - Amazon Web Services (San Francisco Bay Area),"24,699 reviews"
Slack,Developer Marketing Manager,6 reviews
Tech Firefly,OFSAA Migration Expert,-
Visa,"Creative Director, Social & Digital",591 reviews
Acumen LLC,Proposal Coordinator,12 reviews
"Williams-Sonoma, Inc.",Financial Analyst II - Williams Sonoma Brand,"1,538 reviews"
HTC,Analytics Manager,82 reviews
Glocomms,Data Scientist,-
"Williams-Sonoma, Inc.",Financial Analyst II,"1,538 reviews"
Splunk,VP Innovation (Legal),27 reviews
