company,job,summary
Blue Ridge Logiciels,STAGE DÉVELOPPEMENT DE MÉTHODES DE MACHINE LEARNING POUR LE TRAITEMENT 3D POUR L'INDUSTRIE DE LA CHAUSSURE h/f Paris," En formation en informatique ou mathématiques appliquées, avec une spécialité en traitement d’image, traitement du signal, machine learning ou sciences..."
Sightengine,Artificial Intelligence - Scientist," You have hands-on experience with Deep Learning, Machine Learning and/or Image Processing. Stay at the forefront of advances in Deep Learning...."
Fidel Technologies,Researcher, You continually seek to remain up to date with the state-of-the-art in machine learning and related fields. We provides insurance companies with an innovative...
Angus.ai,COMPUTER VISION INTERN," Familiar with advanced machine learning approaches. Having worked with machine learning libraries (theano, pylearn, lasagne, etc…) is a big plus...."
-,Ingénieur(e) R&T en deep learning (H/F)," Réglementaire , Applied Mathematics , Laboratory , BDD , ALGORITHMIE Voir plus Software Development , C / C++ , Traitement de l'image , Transport , Sécurité ,..."
Facebook,Research Scientist (AI)," Individuals in this role are expected to be recognized experts in identified research areas such as artificial intelligence, machine learning, computational..."
EY,Consultant Data Scientist Débutant H/F," Exploration et mise en qualité des données, data management, analyses descriptives, implémentation de modèles statistiques et/ou économétriques (scores,..."
Google,"Research Scientist, Google Brain", Participate in cutting edge research in machine intelligence and machine learning applications. From creating experiments and prototyping implementations to...
APEC,CHARGE.E DE MISSIONS SEMANTIQUE F/H," Au sein du service Développements et Maintenance et rattaché.e au Responsable du service, vous intégrez l'équipe en charge de développer les fonctionnalités,..."
Doctrine,VP Sales," In 2018, Doctrine ambition is to build the most efficient sales machine ever. We are looking for an experienced VP Sales with a metrics oriented mindset who..."
LOKAD,Junior Supply Chain Scientist," Except that you're dealing with Big Data and Machine Learning through the use of Lokad's platform. As a Supply Chain Scientist, your role is to make sure our..."
Azeo Talents & Technology,Consultant junior BI-SQL Server (H/F)," Des connaissances en statistiques, Machine Learning ou en Hadoop sont des atouts. Modélisation décisionnelle et mise en place de solutions BI\Big Data\Machine..."
craft ai,DATA SCIENTIST," Alignement avec la vision produit (SaaS, Automated Machine Learning, Explainable AI) de craft ai,. Connaissance pratique des algorithmes de Machine Learning..."
SoBus,INGÉNIEUR ALGORITHMIE," Data science, algorithme, API, scrapping, donnée, machine learning. Enfin nous voulons que le tri des résultats soit le plus pertinent possible, en fontion du..."
L'Olivier Assurances,Chargé d'études statistiques, Vous commencerez des projets de machine learning. Pourquoi nous rejoindre ?...
OUI.sncf,Data Scientist (H/F)," Maîtrise des modèles statistiques, d’économétries, et de machine Learning. Utiliser des algorithmes basés sur des techniques de statistique ou de machine..."
Google,"Chercheur, Google Brain", Vous participez à la recherche de pointe dans le domaine de l'intelligence artificielle et du machine learning....
Groupe Onepoint,Craftswoman/Craftsman," Tu as déjà eu l’obligation d’orchestrer tes réalisations en tenant compte des clouds hybrid groupe, des projets bigdata en cours, des tentatives de valorisation..."
Google,"Research Scientist, Perception, Google AI"," Experience in Computer Vision, Machine Learning and Deep Learning. Machine perception has made significant progress over the past decade...."
Facebook,Visiting Scientist (AI), Academic publications in the field of machine learning. Individuals in this role are expected to be recognized experts in identified research areas such as...
Dassault Systèmes,"STAGE - Ingénieur Recherche, Machine Learning pour DevOps (H/F)"," Machine Learning &amp; DevOps. Expérience de développement sur des frameworks de Machine Learning. Mathématiques Appliquées, Apprentissage Statistique, Réseaux de..."
1000mercis,Data Scientist, Excellent machine learning and applied maths skills. Numberly® is looking for a Data Scientist to work on applied mathematics and machine learning projects and...
SORBONNE UNIVERSITE,Postdoctorant en imagerie génétique /Postdoctoral on Imaging Genetics F/H," PhD in bio-/Statistics, Computer Science, Machine Learning, Electrical Engineering or related fields, with research experience in statistical machine learning..."
MFG Labs,Data Scientist, Strong analytical skills (statistics + machine learning + programming). Apply sound statistical and machine learning techniques to help inference and decision...
Criteo,"Junior Software Engineer, Engineering - Software Development"," This is truly big data and machine learning without the buzzwords. You can ask questions and participate in all knowledge sharing sessions/workshops, etc. You..."
IQVIA,Project Leader, Knowledge in big data analytics and machine learning. Join us on our exciting journey!...
Altelios Technology,Ingénieur Vision par ordinateur (H/F), Formation ingénieur avec spécialisation en Machine learning ou computer vision ou doctorat en computer vision - 3 à 10 ans d'expérience....
Quantmetry,NOS OFFRES," Experts en statistiques, machine learning et analyse quantitative, les data scientists sont aussi d'excellent programmeurs...."
Facebook,Research Intern (AI)," Experience building systems based on machine learning and/or deep learning methods. We are seeking individuals passionate in areas such as deep learning,..."
365Talents,Customer success consultant," Grâce à nos algorithmes de machine learning et d’analyse du langage naturel, notre plateforme révèle en temps réel les compétences des collaborateurs quelles qu..."
Priceminister,Applied Research Scientist – Immersive Interactions M/F," RIT is a unique environment for scientific research and innovations in the domain of Human-Computer Interactions, Computer Vision, Natural Language Processing,..."
Navya,Ingénieur Cartographie H/F," Des expériences en Python, GIT/SVN, CMake, RTMaps, ROS, PCL, GPGPU, Machine Learning, et Anglais seraient un plus. Ingénieur Cartographie H/F...."
