company,job,summary
FRANKA EMIKA GmbH,Praktika / Werkstudententätigkeiten," VOLL- ODER TEILZEIT München, Deutschland Ohne Berufserfahrung Als junges Hightech-Unternehmen haben wir uns auf die Entwicklung und Vermarktung..."
CANCOM SE,Data Analyst (w/m), Sowie Machine Learning. Mit den besten Mitarbeitern verfolgen wir bei CANCOM als führender Digitalisierungspartner eine Mission:....
Exosome Diagnostics GmbH,Bioinformatics Scientist (m/f)," Experience with machine learning techniques is a plus. At Exosome Diagnostics, we foster a dynamic, entrepreneurial approach to translating cutting edge science..."
Lilium,Demand Specialist," Extensive knowledge neural networks, machine learning, deep learning algorithms and prediction models is a strong must...."
BSH Hausgeräte GmbH,Abschlussarbeit im Bereich Computer Vision / Object Detection," Tensorflow), Computer Vision, Deep Learning, Machine Learning. Sie verfügen bereits über theoretisches Fachwissen und möchten dieses nun gerne durch praktische..."
DieProduktMacher GmbH,Head of Data Science (M/F)," In order to do so we make use of exploratory data analysis, NLP, deep learning. We at DieProduktMacher are great in discovering and building innovative digital..."
Munich Re,Global Automation Lead," Bachelor’s degree with a information technical focus and hands-on experience in both traditional RPA and intelligent automation including management of OCR,..."
eSAR GmbH,Entwicklungsingenieur für Sensorik, Beraterin Bildverarbeitung &amp; Machine Learning. Für einen Kunden aus der Automobilbranche suchen wir zum nächstmöglichen Zeitpunkt einen....
Da Vinci Engineering GmbH,NLG (Natural Language Generation) and Chatbot Engineer (m/f), Natural Language Processing experience Familiarity with state of the art Chatbot APIs and technologies Good knowledge of AI and machine learning techniques....
IAV GmbH,Abschlussarbeit - Schadensfrüherkennung mithilfe künstlicher Intelligenz," Erste Erfahrungen mit Künstlicher Intelligenz und Machine Learning. Laufendes Studium der Fachrichtung Informatik, Mathematik, Elektrotechnik oder eines..."
HARMAN International,"Senior Engineer (m/f) Algorithm Design, Computer Vision & Machine Learning in ADAS department"," Deep knowledge and experience in Machine Learning, Deep Learning. Our team works on introducing new products and technologies to drive the success of the..."
Huawei,Data Scientist for Fault-Resiliency (m/f)," 5+ years’ machine learning research and/or development experience in ICT related industry, with results deployed in production successfully...."
Da Vinci Engineering GmbH,NLU (Natural Language Understanding) Engineer (m/f)," Knowledge of NLP or Machine Learning is preferred. We are searching for intelligent and innovative employees for our Automotive customers as Daimler, Porsche..."
