company,job,summary
Keyrus,Data Engineer H/F (Paris), Notre team Data Strategy and Valuation recherche des Consultants Big Data Engineer (H/F) pour participer à des projets innovants mêlant sujets Big Data et Data...
ENGIE Global Markets - Paris La Défense,Data Scientist for Commodity Market Analyst H/F - PARIS, Validate data sources; Ability to build models + ability to apply data science &amp; machine learning to operational topics....
MYDRAL,Data Architect (H/F)," Data Gouvernance, Data Préparation, Data Science, Data Visualisation, Stratégie Business. Mydral est une Data Company...."
Equancy,Big Data & Data Science Delivery Manager H/F," Métier, data science, développeur. Afin d’accompagner la croissance de son activité, Equancy recherche un(e) Big data &amp; Datascience Delivery Manager..."
Talan,Ingénieur débutant GMAO Maintenance Industrielle (H/F)," Nos interventions se focalisent autour des problématiques de Data Science (Business Intelligence, Big Data, MDM…), d’accompagnement de la relation client (CRM),..."
EY,Consultant Junior SI spécialisé Data – Financial Services HF," Vous êtes jeune diplômé d’un Master 2 d'une école d'ingénieurs ou d'une université, avec idéalement une spécialisation en Data Science,...."
YSANCE,Data-Scientist F/H, Une réelle expérience sur les outils Data Science tels que Python. Data Scientist H/F. Garant de la connaissance métier à travers l’appropriation des enjeux et...
PRISMA MEDIA,ALTERNANCE Data Engineer H/F," Au sein du pôle Data science composé de 2 data scientists et un web analyst, nous souhaitons intégrer à notre équipe un profil orienté infrastructure big data,..."
SAP,Internship: Data Science / ML aficionado (Cloud Churn Models) - M/F, Leading/accompanying your own data science projects from start to finish (along CRISP-DM cycle) with the goal of delivering practicable insights and fully...
Sogeti France,Data Scientist H/F," Data Scientist H/F. Implémenter des algorithmes Big Data haute performances,. En qualité de Data scientist (H/F), vous intégrez une équipe composée de..."
AKOYA,Consultant(e) junior," Dans ce cadre, tu seras amené(e) à travailler sur des projets passionnants alliant data science, HR Analytics, et des *approches qualitatives *...."
Deloitte,Data Scientist / Data Economist – Economic Advisory (H/F)," Vous êtes diplômé(e) d’une grande école avec une spécialisation en data science, d’un Master 2 mathématiques appliquées / statistiques avec une spécialisation..."
Premier Ministre,Stage data-scientist, Le ou la candidat.e devra préparer un diplôme national de master ou d'un niveau équivalent en data sciences....
IQVIA,Master Data Analyst," IQVIA™ is The Human Data Science Company™, focused on using data and science to help healthcare clients find better solutions for their patients...."
Groupe Agrica,Data Architect H/F, Vous avez un rôle d’expertise sur les sujets autour du big data et de la data science et effectuez de la veille technique sur le data management et l...
BNP Paribas,AFTERWORK RECRUTEMENT «#DATA #DEV #CYBERSÉCURITÉ» LE JEUDI 27 SEPTEMBRE 2018," 2 ans minimum en Data Science, Big Data, Machine Learning. Bac +5 en informatique en école d’ingénieur, école de commerce ou équivalent universitaire avec une..."
