company,job,summary
Ericsson,Full time Intern - System Data and Performance Admin," Knowledge of Data Bases, Big Data, Business Intelligence, Programming, design and implementation of Web Services and automations...."
Abbott Laboratories,Commercial Operations AMD Iberia," Experience in finance would be a big advantage. Integrated Business Planning – Supports IBP process/ reviews monthly, assist with data analysis and ensure..."
Abalia,Consultor/a Big Data, En Abalia precisamos incorporar un Consultor/a Big Data para Business Intelligence &amp; Data Management con experiencia en las siguientes tecnologías:....
McKinsey & Company,Consultant - Analytics & Process Control," Operations Analytics can help solve problems in optimization, forecasting, simulation, and big data comparison and visualization...."
McKinsey & Company,Consultant - Operations Data Scientist," Operations Analytics can help solve problems in optimization, forecasting, simulation, and big data comparison and visualization...."
Airbus Defence and Space,Navigation Systems - Data Analytics," Business Applications of Big data Analytics. Technological fundamentals in the Big Data world. User level of main IT tools for data analytics, statistics and..."
Deloitte,Deloitte Works IT - UC3M," Big Data, Cloud y Movilidad:. Te planteamos un caso práctico en el ámbito de BI / BA con ejemplos de sus ámbitos de aplicación (IoT, Big Data, Machine Learning...."
managementsolutions,CONSULTOR NUEVAS TECNOLOGÍAS Y TRANSFORMACIÓN DIGITAL MADRID," Definición de arquitecturas, Big Data, desarrollo de soluciones e implantación de herramientas. 600 horas de formación durante los dos primeros años - Cursos de..."
Keapps,Desarrollador Big Data, Proyectos de big data sobre plataforma cloudera. En Keapps estamos buscando Desarrollador Big Data para importante proyecto ubicado en Madrid....
HAP,CTO - Chief Technology Officer," Designing and implementing complex data models and data analytics. The platform must have the necessary api’s to log and report data like peak throughput,..."
Havas Media,Data Operation Specialist, Minimum of 3 years of experience in data technology/management on a big data platform. Data Operations Specialist....
-,BIG DATA-Data Scientist Empleo, BIG DATA-Data Scientist Empleo. 2 plazas para incorporarse en noviembre 2018 en Madrid (Madrid)....
NEINOR HOMES,ANALISTA BIG DATA, Master en Big Data. Buscamos incorporar un/a Analista Big Data/Análisis de Datos en nuestras oficinas de Madrid....
Google,"Cloud Consultant, Professional Services, Google Cloud"," With experience working with cloud technologies, you have a diverse background in cloud solutions, covering areas such as infrastructure migration, development..."
Deloitte,Especialista en Tecnología SIEM," Incorporation in a constantly growing, innovative project within a leading firm in the cybersecurity sector.-Possibility of technical or management careers...."
Microsoft,Data&AI Consultant," These are spanning from simple SQL Server environments, over complex data warehouse to data insight solutions that enable data visualization and business..."
managementsolutions,DESARROLLADOR DEPARTAMENTO TECNOLOGÍA," Definición, diseño y programación de aplicaciones web, bases de datos y big data. Management Solutions es una firma multinacional de servicios profesionales de..."
Ibermatica,Consultor/a Tableau - Inglés Alto, Able to lead facilitated sessions with business and technology representatives in order to design and/or modify various Big Data/Analytics solutions....
DELL,Account Service Management Specialist - Spain, Leverages big data analysis to provide customer environment insight. Account Service Management Specialist....
Airbus Defence and Space,INTERNSHIP - FLIGHT TEST MEANS," Interest in Artificial Intelligence, Machine Learning and Big Data. In correlation with the Company the strategy, Flight Test is looking for the adoption of new..."
Capgemini España,Administrador Big Data Cloudera," Hadoop, big data,. Administración y Operación de la Plataforma Cloudera Big Data:. Desde Capgemini, queremos incorporar en nuestra Business Unit de..."
PUE,Desarrollador Big Data Junior, Se ofrece contrato indefinido a jornada completa con formación en Big Data necesaria para el desempeño del puesto....
Deloitte,Especialista SIEM," Incorporation in a constantly growing, innovative project within a leading firm in the cybersecurity sector.-Possibility of technical or management careers...."
GFT Technologies,Big Data Engineer, Knowledge of Hadoop and Big Data technologies:. Courses and certifications in Big Data and/or Machine Learning are welcome....
CAS,"Programador Sql,quieres Pasarte A Big Data"," Te interesa Big Data? Curso, totalmente gratuito, en Big Data en las Instalaciones de Cas Training (Del 03/09/2018 al 21/09/2018) (120 horas)...."
Criteo,Internship - Account Strategist Spain, Join us and be part of something big. Criteo collects your personal data for the purposes of managing Criteo's recruitment related activities....
Expedia,Market Associate," Appetite for innovative technology, fast-changing business environment, data driven decision making. We act with humility and optimism, respecting ideas big and..."
Amazon.com,Business Intelligence Engineer," Experience in data mining (SQL, ETL, data warehouse, etc.). Data integrity, test design, analysis, validation, and documentation...."
Microsoft,Senior Data Scientist," Big Data stack:. Data Science and Analytical tools, languages, or libraries:. High-scale or distributed RDBMS (PDW, RedShift, Teradata, Netezza, Greenplum,..."
IBM,BLUECAMP: IBM Spain Business Management Internship Program," Any additional training or experience in technology areas (big data, cloud, analytics, etc.). Are you interested in acquiring a global vision of Business..."
GMV,Ingeniero de infraestructuras Linux y Docker," Big Data Technologies:. Se busca ingeniero para trabajar en proyectos basados tanto en software libre como en productos comerciales, desplegando una plataforma..."
CRANDP,Big Data Consultants and Developers, Se valorará formación especializada en Big Data. Experiencia mínima de dos años en Big Data y BI tanto en empresas de servicios y consultoría como en cliente...
VERMONT SOLUTIONS,Administrador Big Data - Cloudera, Experiencia en otras herramientas de Big Data como Hortonworks. Administrar Cloudera y otras herramientas de Big Data y HPC - High Performance Computing...
Ericsson,"Cloud Automation Experts, Ericsson Finland"," Experience on big data and analytics. The offering includes connectivity management, device and data management, analytics, data storage, monetization, security..."
Paradigma Digital,Data Integration Engineer/etl, En Paradigma Digital buscamos varios Data Integration Engineer idealmente con Scala para unirse a proyectos Big Data. Data Integration Engineer (ETL)....
Pandora Jewelry,Merchandise Planner, Detail oriented without losing the big picture. Sound working knowledge of business systems and data mining....
CRANDP,Data Scientist Preventa – Big Data/ Machine Learning," Experiencia con Hadoop y tecnologías Big Data relacionadas. Serás parte del equipo global de Data Science Preventa, trabajando entre Madrid y Barcelona...."
Page Personnel España,OPERADOR DE CENTRO DE CONTROL," Experiencia en el uso de bases de datos SQL y / o herramientas de inteligencia de negocios, big data ... Asegurar el almacenamiento satisfactorio de los datos..."
Kraft Heinz Company,Finance Analyst, We’re a very data driven company. For we believe in doing big bets on people; You know how to translate complex data into a simple solution with your analytical...
Harnham,INGENIERO BIG DATA, INGENIERO BIG DATA. Haber trabajado anteriormente en entornos Big Data. Excelente oportunidad para un Ingeniero Big Data que busque integrarse en una...
Cepsa,Data Engineer Senior," Minimum 5 years of experience in data management systems, data warehousing methodology, data quality, data modeling, data governance, analytics and predictive..."
Leroy Merlin ES,Responsable Medios Omnichannel," Contacto con departamentos de fidelidad (análisis de big data), internet y tienda online. Leroy Merlin es el líder sólido del mercado del bricolaje y..."
Sopra Steria,Arquitecto/a TOGAF," Microservicios, API, Big Data, realtime, DevOps, cloud, entre otras. En SOPRA STERIA estamos construyendo una comunidad digital con personas como tú,..."
Cobser Consulting,Analista Programador Spark Scala," Formación a equipo de trabajo en Big Data. Máster BigData o Data Science. Trabajará 20% de tiempo en Data Science, 80% Date Engineering...."
Novanotio,Consultor BI, Conocimientos En Novanotio buscamos para incorporación directa en plantilla de cliente un Consultor de BI con experiencia en: - ETL - PL/SQL - Oracle Se...
Neovantas,Business Analyst," Interés en Business Intelligence, Big Data y Analytics, transformación estratégica y gestión del cambio. Fecha de publicación:...."
The Boston Consulting Group,Platform Specialist," Nice to have experience supporting underlying infrastructure for Data warehousing, Business Intelligence, Big Data...."
Michael Page,Coordinador de Diseño y Desarrollo de SSII (h/m), Desarrollar y supervisar los proyectos relacionados con el servicio de análisis avanzado de datos basado en tecnologías Big Data....
Cobser Consulting,Desarrollador / Consultor Big Data," Máster BigData o Data Science. Para uno de nuestros clientes del sector seguros, en un proyecto de continuidad, estamos buscando un Consultor y un Programador..."
Paradigma Digital,Desarrollador Scala, En Paradigma Digital buscamos Desarrolladores con experiencia en Scala para unirse a nuestros proyectos de Big Data....
Idealista,Data Engineer," Experiencia de almenos 2 - 3 años en desarrollo web y tecnologías Big Data. Incorporamos el equipo un Data Engineer, familiarizado con las mejores prácticas,..."
Alqua,Diseño Gráfico y Multidisciplinar, Alqua es una startup digital que ha desarrollado un software de Big Data enfocado en optimizar la comunicación digital de las empresas....
Altran,Ingeniero de Datos," Experiencia en BI, big data, analytics y proyectos de integración de datos y aplicaciones. Si usted es un Ingeniero de Datos experimentado con sólidas..."
Accenture,BIG DATA & Neo4J Expert - Madrid, Data governance in Big Data environments. YOUR ROLE Big Data Expert. Manage delivery of current Big Data projects....
Open sistemas,Machine Learning Developer," Strong coding skills and fundamentals in data structures, predictive modeling, and big data concepts. Experience with Big data solutions using Spark, Scala,..."
IBM,SIEM Engineer," Engineering and Design (Solutioning) of network security platforms such as SIEM, Ticketing, Workflow, Big Data and TIPs...."
Alibaba,Aliexpress Technical Advisor Spain (Madrid)," Proficiency in Nginx,Tomcat,Jboss • Proficiency in eclipse ,intellij 【Preferred Qualifications 】 • Experience building consumer facing complex software systems..."
Iwantic,Data Analyst," Conocimiento profundo en lenguajes de Programación y BIG DATA analytics. Desde nuestra división especializada en perfiles Big Data, estamos seleccionando un..."
Walters People,Ingeniero Big Data," Importante firma situada en el distrito de Chamartin, selecciona Ingeniero Big Data para incorporar de manera indefinida a su plantilla...."
MAPFRE,Gestor/a de Servicio TI Marketing Digital," Muy valorable conocimientos de BBDD (SQL Server, Oracle, No SQL…) Igualmente se valorarán conocimientos de plataformas de Big Data aplicada...."
Santander,GCB: Transaction Monitoring Analyst," Any additional formation in Business Intelligence, Big Data or Data mining will be a plus. Big Data, Artificial Intelligence, Machine Learning, Blockchain,..."
IAB Spain,Backend Data Engineer, Proven experience working with big data. Enhance data quality by improving business and technical operations....
Fujitsu,Big Data Architect," Expertise in Enterprise Data, Analytics and Data Lakes projects; Definition, design and maintenance of Big Data Systems, preferable Cloudera Systems;..."
Aderen,Data Engineer, Skills Big Data. Seleecionamos Data Enginner para participar en proyecto de fabricante de software Big Data líder en su sector....
Orange,Fluxvision Solutions Expert," Big Data application developers, Data Managers with a sectorial specialization. Comprehension of the Big Data tools and product use cases...."
Deloitte,Deloitte Digital Consultor Marketing Automation FY18," Utilizamos datos para ofrecer a los clientes soluciones innovadoras, ayudándoles en la toma de decisiones, para ello usamos herramientas de Big Data, Data..."
Neovantas,Business Analyst en prácticas," Interés en Business Intelligence, Big Data y Analytics, transformación estratégica y gestión del cambio. Fecha de publicación:...."
Harnham,ARQUITECTO BIG DATA," ARQUITECTO BIG DATA. Experiencia comercial previa en el ciclo de principio a fin de desarrollo de arquitecturas Big Data, idealmente en Spark...."
Santander,GCB: ACPM Engineer," Strong understanding of web technologies, data bases, big data and mathematical algorithm languages. Strong knowledge of Big Data and BI tools, (f.e:...."
Vector,DBA Senior - Big Data, Conocimientos de Big Data en bases de datos. En Vector ITC Group buscamos un DBA Senior con experiencia en diferentes BBDD para entrar a formar parte del...
Vodafone,Big Data Architect, Role Profile Big Data Architect. Detailed knowledge and experience in Big Data. As a Big Data Architect you will be responsible to design end to end the next...
-,Estudiante de prácticas en el área de Ingeniería de Big Data Global para inteligencia de plataformas, Estudiante de prácticas en el área de Ingeniería de Big Data Global para inteligencia de plataformas. 2 plazas de prácticas para incorporarse en octubre 2018 en...
Denodo,Strategic Analyst," Clearly position data virtualization in respect to alternative technologies, such as ETL, ESB, Big Data Integration, Cloud Integration, Data Prep, Data Blending..."
Gfi Informática,Consultor CRM," Conocimiento en Tecnologías Big Data y Tecnologías de tratamiento de información. Incorporación de un Consultor con experiencia en Gestión de proyectos, CRM y..."
Page Personnel España,Consultor Big Data, Importante consultora especializada en Big data busca Consultor BIG DATA para importantes proyectos. Importante consultora especializada en Big Data....
Idealista,ETL Developer, Tienes conocimientos del ecosistema Big Data. ¿Te gustan los desafíos de negocio y estás acostumbrado a trabajar cerca del cliente?...
Deimos,Space Software Engineering trainee," Experience in big data technologies such as Map Reduce, nosql database (i.e. The selected candidate will join our Earth Observation Payload Data Ground Segment..."
Amazon.com,Business Development Representative - Arabic Language Speaker," BS STEM Degree (Computer Science, Telecommunication Engineering, Electrical Engineering and Industrial Engineering preferred) or Non-STEM Degree complemented..."
zeotap,Sales Intern," The first company to win major telecom operators around the world as data partners, zeotap has since become the leader in sourcing, refining and distributing..."
Procter & Gamble,INFORMATION TECHNOLOGY – Business Analyst Internship," Strong interest in Information Technology, Big data and machine learning. You will have the opportunity to grow knowledge and skills in machine learning, big..."
EY,Junior IT & Risk Consultant," Interés por la seguridad informática, consultoría tecnológica, Big Data, Business Intelligence. El área de Advisory Services de EY ofrece a sus clientes..."
The Cocktail,Data Scientist," Familiarización con entornos Big Data:. Buscamos un Data Scientist con ganas de incorporarse al equipo de Data &amp; Analytics, apasionado por el buceo en los datos..."
Iwantic,Data Scientist, Desde nuestra división especializada en perfiles de Big Data estamos buscando un perfil Data Scientist para una empresa del sector salud (cliente final) en...
DOCOMO Digital,Solutions Engineer - Google," Data Base knowdlege, SQL. Demonstrate a passion for seeing big ideas come to life. Translate requirements into specifications that will be used to implement the..."
2gether,Product Owner," Conocimientos medios/avanzados de desarrollo back-end, front-end, big data, blockchain, soluciones cloud.... Buscamos un Product Owner que tendrá la misión de..."
BluSpecs Innovation,Transformación Digital - Prácticas," Conocimiento de las tecnologías disruptivas como el IoT, cloud, big data, cognitive computing, etc. Buscamos una persona dinámica para incorporar a nuestro..."
MeaningCloud,Desarrolladores de Software, Desarrolladores de Software (posiciones abiertas permanentemente) Madrid (España) Empleo a tiempo completo Conocimientos y Experiencia Experiencia práctica...
